lsoa11cd,index_domain,decile,rank,score
E01004822,Income,1,669,0.408
E01004822,Index of Multiple Deprivation,1,985,59.258
E01004822,Living Environment,6,16747,17.143
E01004823,Barriers to Housing and Services,4,10467,25.542
E01004823,Crime,1,3176,1.023
E01004823,"Education, Skills and Training",1,2664,52.92
E01004823,Employment,1,101,0.406
E01004823,Health Deprivation and Disability,1,144,2.356
E01004823,Income Deprivation Affecting Children Index (IDACI),1,2223,0.422
E01004823,Income Deprivation Affecting Older People Index (IDAOPI),1,223,0.611
E01004823,Income,1,171,0.479
E01004823,Index of Multiple Deprivation,1,201,71.947
E01004823,Living Environment,3,9329,28.713
E01004824,Barriers to Housing and Services,5,13550,22.685
E01004824,Crime,4,11428,0.332
E01004824,"Education, Skills and Training",2,3555,47.938
E01004824,Employment,2,5847,0.187
E01004824,Health Deprivation and Disability,2,5205,0.899
E01004824,Income Deprivation Affecting Children Index (IDACI),4,11290,0.216
E01004824,Income Deprivation Affecting Older People Index (IDAOPI),1,149,0.642
E01004824,Income,2,4290,0.276
E01004824,Index of Multiple Deprivation,2,4386,40.441
E01004824,Living Environment,1,2072,51.074
E01004825,Barriers to Housing and Services,3,8741,27.488
E01004825,Crime,1,990,1.413
E01004825,"Education, Skills and Training",1,2269,55.545
E01004825,Employment,1,2115,0.26
E01004825,Health Deprivation and Disability,2,3309,1.159
E01004825,Income Deprivation Affecting Children Index (IDACI),3,9180,0.251
E01004825,Income Deprivation Affecting Older People Index (IDAOPI),1,279,0.59
E01004825,Income,1,2304,0.331
E01004825,Index of Multiple Deprivation,1,1661,53.526
E01004825,Living Environment,3,7041,33.805
E01004826,Barriers to Housing and Services,6,17050,19.822
E01004826,Crime,1,2373,1.133
E01004826,"Education, Skills and Training",1,2456,54.304
E01004826,Employment,1,2207,0.258
E01004826,Health Deprivation and Disability,2,3735,1.096
E01004826,Income Deprivation Affecting Children Index (IDACI),2,3860,0.37
E01004826,Income Deprivation Affecting Older People Index (IDAOPI),2,3826,0.351
E01004826,Income,1,2136,0.336
E01004826,Index of Multiple Deprivation,1,1940,51.635
E01004826,Living Environment,2,3558,44.069
E01004827,Barriers to Housing and Services,6,16606,20.163
E01004827,Crime,1,1906,1.21
E01004827,"Education, Skills and Training",1,2568,53.526
E01004827,Employment,1,3046,0.236
E01004827,Health Deprivation and Disability,1,3076,1.196
E01004827,Income Deprivation Affecting Children Index (IDACI),2,4137,0.362
E01004827,Income Deprivation Affecting Older People Index (IDAOPI),2,4348,0.337
E01004827,Income,1,2185,0.335
E01004827,Index of Multiple Deprivation,1,2316,49.477
E01004827,Living Environment,3,7581,32.462
E01004828,Barriers to Housing and Services,5,15603,20.952
E01004828,Crime,2,5088,0.816
E01004828,"Education, Skills and Training",2,5452,39.57
E01004828,Employment,2,3804,0.221
E01004828,Health Deprivation and Disability,2,4850,0.943
E01004828,Income Deprivation Affecting Children Index (IDACI),3,8782,0.259
E01004828,Income Deprivation Affecting Older People Index (IDAOPI),1,900,0.492
E01004828,Income,2,3568,0.294
E01004828,Index of Multiple Deprivation,2,3913,42.027
E01004828,Living Environment,2,4973,39.202
E01004829,Barriers to Housing and Services,5,14419,21.941
E01004829,Crime,3,9415,0.472
E01004829,"Education, Skills and Training",3,6832,35.077
E01004829,Employment,2,3360,0.23
E01004829,Health Deprivation and Disability,2,4592,0.975
E01004829,Income Deprivation Affecting Children Index (IDACI),3,7255,0.288
E01004829,Income Deprivation Affecting Older People Index (IDAOPI),1,19,0.789
E01004829,Income,1,1986,0.341
E01004829,Index of Multiple Deprivation,2,3365,44.206
E01004829,Living Environment,2,3706,43.502
E01004830,Barriers to Housing and Services,8,23305,14.807
E01004830,Crime,1,1537,1.28
E01004830,"Education, Skills and Training",3,6867,34.963
E01004830,Employment,2,3601,0.225
E01004830,Health Deprivation and Disability,2,3636,1.11
E01004830,Income Deprivation Affecting Children Index (IDACI),2,4845,0.343
E01004830,Income Deprivation Affecting Older People Index (IDAOPI),3,9431,0.233
E01004830,Income,2,4794,0.265
E01004830,Index of Multiple Deprivation,2,3711,42.786
E01004830,Living Environment,2,4096,42.138
E01004831,Barriers to Housing and Services,10,30305,8.268
E01004831,Crime,3,8811,0.515
E01004831,"Education, Skills and Training",5,13548,20.291
E01004831,Employment,5,14502,0.108
E01004831,Health Deprivation and Disability,4,11321,0.345
E01004831,Income Deprivation Affecting Children Index (IDACI),6,16793,0.143
E01004831,Income Deprivation Affecting Older People Index (IDAOPI),5,16204,0.152
E01004831,Income,5,15315,0.123
E01004831,Index of Multiple Deprivation,5,13656,20.755
E01004831,Living Environment,2,4944,39.269
E01004832,Barriers to Housing and Services,9,27872,10.857
E01004832,Crime,3,7890,0.583
E01004832,"Education, Skills and Training",5,16023,16.794
E01004832,Employment,4,11186,0.131
E01004832,Health Deprivation and Disability,2,6484,0.761
E01004832,Income Deprivation Affecting Children Index (IDACI),5,13964,0.177
E01004832,Income Deprivation Affecting Older People Index (IDAOPI),4,12263,0.195
E01004832,Income,4,10185,0.175
E01004832,Index of Multiple Deprivation,4,10591,25.487
E01004832,Living Environment,2,5333,38.113
E01004833,Barriers to Housing and Services,8,24219,14.075
E01004833,Crime,2,5072,0.818
E01004833,"Education, Skills and Training",6,18627,13.501
E01004833,Employment,5,16195,0.098
E01004833,Health Deprivation and Disability,5,14374,0.119
E01004833,Income Deprivation Affecting Children Index (IDACI),6,17396,0.137
E01004833,Income Deprivation Affecting Older People Index (IDAOPI),7,20428,0.116
E01004833,Income,6,19064,0.095
E01004833,Index of Multiple Deprivation,6,17039,16.685
E01004833,Living Environment,5,15392,19.009
E01004834,Barriers to Housing and Services,8,25859,12.673
E01004834,Crime,2,3862,0.946
E01004834,"Education, Skills and Training",4,10590,25.533
E01004834,Employment,3,9113,0.149
E01004834,Health Deprivation and Disability,3,9658,0.477
E01004834,Income Deprivation Affecting Children Index (IDACI),3,9441,0.247
E01004834,Income Deprivation Affecting Older People Index (IDAOPI),3,7751,0.262
E01004834,Income,3,8396,0.199
E01004834,Index of Multiple Deprivation,3,8734,28.918
E01004834,Living Environment,2,5859,36.741
E01004835,Barriers to Housing and Services,5,15757,20.83
E01004835,Crime,9,26415,-0.701
E01004835,"Education, Skills and Training",8,24743,7.291
E01004835,Employment,5,15823,0.1
E01004835,Health Deprivation and Disability,5,16258,-0.009
E01004835,Income Deprivation Affecting Children Index (IDACI),7,21198,0.101
E01004835,Income Deprivation Affecting Older People Index (IDAOPI),8,25582,0.082
E01004835,Income,7,21354,0.081
E01004835,Index of Multiple Deprivation,7,22695,11.259
E01004835,Living Environment,9,27838,6.273
E01004836,Barriers to Housing and Services,8,24496,13.829
E01004836,Crime,7,21368,-0.32
E01004836,"Education, Skills and Training",8,25813,6.345
E01004836,Employment,6,18591,0.086
E01004836,Health Deprivation and Disability,6,16789,-0.046
E01004836,Income Deprivation Affecting Children Index (IDACI),6,16524,0.147
E01004836,Income Deprivation Affecting Older People Index (IDAOPI),7,22819,0.099
E01004836,Income,6,18724,0.097
E01004836,Index of Multiple Deprivation,7,22880,11.119
E01004836,Living Environment,7,19831,13.593
E01004837,Barriers to Housing and Services,3,9848,26.211
E01004837,Crime,8,23138,-0.444
E01004837,"Education, Skills and Training",10,29653,3.123
E01004837,Employment,9,26669,0.054
E01004837,Health Deprivation and Disability,7,21866,-0.395
E01004837,Income Deprivation Affecting Children Index (IDACI),10,31081,0.032
E01004837,Income Deprivation Affecting Older People Index (IDAOPI),9,27891,0.069
E01004837,Income,10,29878,0.041
E01004837,Index of Multiple Deprivation,9,28392,6.678
E01004837,Living Environment,9,28159,6.006
E01004838,Barriers to Housing and Services,7,20759,16.801
E01004838,Crime,1,1229,1.357
E01004838,"Education, Skills and Training",3,8022,31.43
E01004838,Employment,2,5603,0.191
E01004838,Health Deprivation and Disability,1,2937,1.226
E01004838,Income Deprivation Affecting Children Index (IDACI),1,2839,0.4
E01004838,Income Deprivation Affecting Older People Index (IDAOPI),2,3605,0.358
E01004838,Income,1,2706,0.318
E01004838,Index of Multiple Deprivation,2,3636,43.068
E01004838,Living Environment,3,6822,34.356
E01004839,Barriers to Housing and Services,5,15509,21.024
E01004839,Crime,3,6649,0.679
E01004839,"Education, Skills and Training",2,4986,41.364
E01004839,Employment,1,1688,0.274
E01004839,Health Deprivation and Disability,1,1462,1.551
E01004839,Income Deprivation Affecting Children Index (IDACI),2,4767,0.345
E01004839,Income Deprivation Affecting Older People Index (IDAOPI),1,1944,0.424
E01004839,Income,1,1903,0.344
E01004839,Index of Multiple Deprivation,1,2435,48.906
E01004839,Living Environment,5,16301,17.747
E01004840,Barriers to Housing and Services,6,17053,19.819
E01004840,Crime,2,5644,0.764
E01004840,"Education, Skills and Training",6,19241,12.832
E01004840,Employment,4,12812,0.118
E01004840,Health Deprivation and Disability,4,11630,0.321
E01004840,Income Deprivation Affecting Children Index (IDACI),6,19620,0.114
E01004840,Income Deprivation Affecting Older People Index (IDAOPI),7,21776,0.106
E01004840,Income,6,17183,0.108
E01004840,Index of Multiple Deprivation,5,15327,18.68
E01004840,Living Environment,7,22237,11.204
E01004841,Barriers to Housing and Services,4,12459,23.648
E01004841,Crime,3,9214,0.488
E01004841,"Education, Skills and Training",1,1428,62.163
E01004841,Employment,1,688,0.32
E01004841,Health Deprivation and Disability,1,562,1.922
E01004841,Income Deprivation Affecting Children Index (IDACI),1,690,0.508
E01004841,Income Deprivation Affecting Older People Index (IDAOPI),1,1309,0.46
E01004841,Income,1,342,0.447
E01004841,Index of Multiple Deprivation,1,702,62.801
E01004841,Living Environment,6,18462,15.085
E01004842,Barriers to Housing and Services,10,31647,6.068
E01004842,Crime,7,22308,-0.384
E01004842,"Education, Skills and Training",10,30576,2.327
E01004842,Employment,9,26937,0.053
E01004842,Health Deprivation and Disability,7,19953,-0.255
E01004842,Income Deprivation Affecting Children Index (IDACI),9,28822,0.048
E01004842,Income Deprivation Affecting Older People Index (IDAOPI),8,25337,0.084
E01004842,Income,9,27946,0.05
E01004842,Index of Multiple Deprivation,10,29658,5.562
E01004842,Living Environment,6,19535,13.902
E01004843,Barriers to Housing and Services,7,21067,16.562
E01004843,Crime,6,18010,-0.097
E01004843,"Education, Skills and Training",10,30033,2.801
E01004843,Employment,8,24287,0.063
E01004843,Health Deprivation and Disability,6,16923,-0.055
E01004843,Income Deprivation Affecting Children Index (IDACI),10,32251,0.02
E01004843,Income Deprivation Affecting Older People Index (IDAOPI),9,28301,0.067
E01004843,Income,10,30494,0.037
E01004843,Index of Multiple Deprivation,9,27107,7.714
E01004843,Living Environment,6,17660,16.018
E01004844,Barriers to Housing and Services,4,10081,25.956
E01004844,Crime,10,32205,-1.575
E01004844,"Education, Skills and Training",10,31708,1.321
E01004844,Employment,10,31679,0.031
E01004844,Health Deprivation and Disability,9,27316,-0.861
E01004844,Income Deprivation Affecting Children Index (IDACI),10,32047,0.023
E01004844,Income Deprivation Affecting Older People Index (IDAOPI),10,32308,0.032
E01004844,Income,10,32513,0.019
E01004844,Index of Multiple Deprivation,10,31595,3.665
E01004844,Living Environment,9,29173,5.096
E01004845,Barriers to Housing and Services,6,18624,18.549
E01004845,Crime,6,16739,-0.012
E01004845,"Education, Skills and Training",9,28998,3.655
E01004845,Employment,8,24130,0.064
E01004845,Health Deprivation and Disability,6,18550,-0.164
E01004845,Income Deprivation Affecting Children Index (IDACI),8,24566,0.075
E01004845,Income Deprivation Affecting Older People Index (IDAOPI),7,22918,0.099
E01004845,Income,8,23461,0.071
E01004845,Index of Multiple Deprivation,8,24830,9.495
E01004845,Living Environment,5,16256,17.815
E01004846,Barriers to Housing and Services,5,15804,20.793
E01004846,Crime,1,3103,1.032
E01004846,"Education, Skills and Training",2,4743,42.316
E01004846,Employment,2,4238,0.214
E01004846,Health Deprivation and Disability,2,4263,1.018
E01004846,Income Deprivation Affecting Children Index (IDACI),2,4724,0.346
E01004846,Income Deprivation Affecting Older People Index (IDAOPI),2,4127,0.343
E01004846,Income,1,2873,0.313
E01004846,Index of Multiple Deprivation,1,3195,44.964
E01004846,Living Environment,2,3355,44.907
E01004847,Barriers to Housing and Services,4,10418,25.59
E01004847,Crime,3,7953,0.579
E01004847,"Education, Skills and Training",2,5252,40.343
E01004847,Employment,2,3347,0.23
E01004847,Health Deprivation and Disability,2,6385,0.771
E01004847,Income Deprivation Affecting Children Index (IDACI),1,2905,0.398
E01004847,Income Deprivation Affecting Older People Index (IDAOPI),2,5495,0.308
E01004847,Income,1,1743,0.351
E01004847,Index of Multiple Deprivation,2,3638,43.065
E01004847,Living Environment,4,13110,22.258
E01004848,Barriers to Housing and Services,4,12022,24.037
E01004848,Crime,1,134,1.949
E01004848,"Education, Skills and Training",2,3759,46.965
E01004848,Employment,1,2206,0.258
E01004848,Health Deprivation and Disability,1,985,1.714
E01004848,Income Deprivation Affecting Children Index (IDACI),1,2783,0.402
E01004848,Income Deprivation Affecting Older People Index (IDAOPI),1,3282,0.368
E01004848,Income,1,2826,0.315
E01004848,Index of Multiple Deprivation,1,1387,55.664
E01004848,Living Environment,2,6218,35.823
E01004849,Barriers to Housing and Services,4,12587,23.537
E01004849,Crime,5,13689,0.185
E01004849,"Education, Skills and Training",2,3714,47.111
E01004849,Employment,2,4672,0.206
E01004849,Health Deprivation and Disability,2,6386,0.771
E01004849,Income Deprivation Affecting Children Index (IDACI),3,6696,0.299
E01004849,Income Deprivation Affecting Older People Index (IDAOPI),1,518,0.537
E01004849,Income,1,2792,0.316
E01004849,Index of Multiple Deprivation,2,4389,40.424
E01004849,Living Environment,2,6351,35.476
E01004850,Barriers to Housing and Services,5,14824,21.615
E01004850,Crime,3,9245,0.485
E01004850,"Education, Skills and Training",1,2752,52.381
E01004850,Employment,1,1302,0.288
E01004850,Health Deprivation and Disability,2,4160,1.031
E01004850,Income Deprivation Affecting Children Index (IDACI),3,7415,0.285
E01004850,Income Deprivation Affecting Older People Index (IDAOPI),2,5356,0.311
E01004850,Income,1,2456,0.326
E01004850,Index of Multiple Deprivation,1,2273,49.734
E01004850,Living Environment,2,4620,40.337
E01004851,Barriers to Housing and Services,5,14010,22.298
E01004851,Crime,3,8433,0.543
E01004851,"Education, Skills and Training",3,6604,35.732
E01004851,Employment,1,1605,0.277
E01004851,Health Deprivation and Disability,1,1956,1.417
E01004851,Income Deprivation Affecting Children Index (IDACI),3,9379,0.248
E01004851,Income Deprivation Affecting Older People Index (IDAOPI),1,429,0.552
E01004851,Income,1,2108,0.337
E01004851,Index of Multiple Deprivation,1,2722,47.374
E01004851,Living Environment,4,12825,22.702
E01004852,Barriers to Housing and Services,5,14970,21.5
E01004852,Crime,4,11540,0.325
E01004852,"Education, Skills and Training",3,6626,35.647
E01004852,Employment,3,7505,0.167
E01004852,Health Deprivation and Disability,1,2003,1.406
E01004852,Income Deprivation Affecting Children Index (IDACI),4,12087,0.205
E01004852,Income Deprivation Affecting Older People Index (IDAOPI),1,2,0.906
E01004852,Income,2,3767,0.289
E01004852,Index of Multiple Deprivation,2,5164,37.921
E01004852,Living Environment,3,7702,32.197
E01004853,Barriers to Housing and Services,4,10523,25.487
E01004853,Crime,3,9677,0.453
E01004853,"Education, Skills and Training",2,4402,43.848
E01004853,Employment,1,2966,0.238
