lsoa11cd,measure,value,index_domain
E01006399,Score,0.175,Income
E01006203,Score,0.048,Income
E01006110,Score,0.232,Income
E01006055,Score,0.088,Income
E01006156,Score,0.174,Income
E01006105,Score,0.37,Income
E01006133,Score,0.076,Income
E01006134,Score,0.017,Income
E01006058,Score,0.12,Income
E01006339,Score,0.074,Income
E01006365,Score,0.059,Income
E01006374,Score,0.043,Income
E01006338,Score,0.204,Income
E01006364,Score,0.153,Income
E01006022,Score,0.125,Income
E01006379,Score,0.094,Income
E01006204,Score,0.072,Income
E01006280,Score,0.176,Income
E01006330,Score,0.076,Income
E01006258,Score,0.117,Income
E01006337,Score,0.113,Income
E01006276,Score,0.097,Income
E01006170,Score,0.09,Income
E01005739,Score,0.041,Income
E01005671,Score,0.235,Income
E01005724,Score,0.119,Income
E01005720,Score,0.248,Income
E01005725,Score,0.382,Income
E01005663,Score,0.274,Income
E01005646,Score,0.137,Income
E01005525,Score,0.357,Income
E01005723,Score,0.343,Income
E01005531,Score,0.115,Income
E01005492,Score,0.069,Income
E01005524,Score,0.164,Income
E01005618,Score,0.215,Income
E01005719,Score,0.203,Income
E01005513,Score,0.383,Income
E01005469,Score,0.118,Income
E01005342,Score,0.32,Income
E01005429,Score,0.359,Income
E01005411,Score,0.079,Income
E01005431,Score,0.206,Income
E01005341,Score,0.143,Income
E01005314,Score,0.303,Income
E01005695,Score,0.035,Income
E01005701,Score,0.083,Income
E01005659,Score,0.275,Income
E01005694,Score,0.109,Income
E01005769,Score,0.091,Income
E01005672,Score,0.155,Income
E01005556,Score,0.097,Income
E01005510,Score,0.086,Income
E01005619,Score,0.188,Income
E01005546,Score,0.175,Income
E01005575,Score,0.085,Income
E01005601,Score,0.321,Income
E01005486,Score,0.297,Income
E01005970,Score,0.061,Income
E01006003,Score,0.163,Income
E01006004,Score,0.101,Income
E01005966,Score,0.193,Income
E01005996,Score,0.123,Income
E01006032,Score,0.278,Income
E01006126,Score,0.226,Income
E01006005,Score,0.313,Income
E01006054,Score,0.241,Income
E01006081,Score,0.017,Income
E01006082,Score,0.014,Income
E01006046,Score,0.068,Income
E01006060,Score,0.265,Income
E01006135,Score,0.048,Income
E01005574,Score,0.051,Income
E01006087,Score,0.048,Income
E01006021,Score,0.11,Income
E01005972,Score,0.219,Income
E01006037,Score,0.057,Income
E01006008,Score,0.127,Income
E01006027,Score,0.435,Income
E01006031,Score,0.308,Income
E01005979,Score,0.166,Income
E01033218,Score,0.047,Income
E01005799,Score,0.388,Income
E01005787,Score,0.026,Income
E01005788,Score,0.047,Income
E01033656,Score,0.025,Income
E01004806,Score,0.063,Income
E01004812,Score,0.316,Income
E01004767,Score,0.129,Income
E01004771,Score,0.03,Income
E01004973,Score,0.091,Income
E01004974,Score,0.096,Income
E01004897,Score,0.045,Income
E01004890,Score,0.114,Income
E01004904,Score,0.099,Income
E01004893,Score,0.042,Income
E01004905,Score,0.215,Income
E01004913,Score,0.128,Income
E01004903,Score,0.053,Income
E01004844,Score,0.019,Income
E01004845,Score,0.071,Income
E01004834,Score,0.199,Income
E01004835,Score,0.081,Income
E01004866,Score,0.374,Income
E01004876,Score,0.274,Income
E01004857,Score,0.304,Income
E01004858,Score,0.251,Income
E01004853,Score,0.339,Income
E01004849,Score,0.316,Income
E01004850,Score,0.326,Income
E01004914,Score,0.081,Income
E01004932,Score,0.19,Income
E01004975,Score,0.141,Income
E01004962,Score,0.096,Income
E01033669,Score,0.411,Income
E01033672,Score,0.375,Income
E01032906,Score,0.212,Income
E01033330,Score,0.371,Income
E01032557,Score,0.42,Income
E01032687,Score,0.068,Income
E01033219,Score,0.033,Income
E01033330,Score,0.452,Income Deprivation Affecting Children
E01033219,Score,0.03,Income Deprivation Affecting Children
E01033653,Score,0.067,Income Deprivation Affecting Children
E01033660,Score,0.115,Income Deprivation Affecting Children
E01032687,Score,0.221,Income Deprivation Affecting Children
E01032906,Score,0.575,Income Deprivation Affecting Children
E01033680,Score,0.237,Income Deprivation Affecting Children
E01033677,Score,0.06,Income Deprivation Affecting Children
E01033686,Score,0.209,Income Deprivation Affecting Children
E01033655,Score,0.059,Income Deprivation Affecting Children
E01033666,Score,0.384,Income Deprivation Affecting Children
E01033671,Score,0.082,Income Deprivation Affecting Children
E01005674,Score,0.242,Income Deprivation Affecting Children
E01005670,Score,0.305,Income Deprivation Affecting Children
E01005512,Score,0.26,Income Deprivation Affecting Children
E01005547,Score,0.237,Income Deprivation Affecting Children
E01005578,Score,0.409,Income Deprivation Affecting Children
E01005658,Score,0.523,Income Deprivation Affecting Children
E01005649,Score,0.074,Income Deprivation Affecting Children
E01005528,Score,0.3,Income Deprivation Affecting Children
E01005828,Score,0.449,Income Deprivation Affecting Children
E01005815,Score,0.058,Income Deprivation Affecting Children
E01005766,Score,0.286,Income Deprivation Affecting Children
E01005744,Score,0.278,Income Deprivation Affecting Children
E01005814,Score,0.03,Income Deprivation Affecting Children
E01005806,Score,0.01,Income Deprivation Affecting Children
E01005580,Score,0.325,Income Deprivation Affecting Children
E01005515,Score,0.566,Income Deprivation Affecting Children
E01005589,Score,0.323,Income Deprivation Affecting Children
E01005567,Score,0.16,Income Deprivation Affecting Children
E01005494,Score,0.176,Income Deprivation Affecting Children
E01005504,Score,0.286,Income Deprivation Affecting Children
E01005631,Score,0.193,Income Deprivation Affecting Children
E01005628,Score,0.14,Income Deprivation Affecting Children
E01005498,Score,0.242,Income Deprivation Affecting Children
E01005745,Score,0.207,Income Deprivation Affecting Children
E01005756,Score,0.574,Income Deprivation Affecting Children
E01005796,Score,0.047,Income Deprivation Affecting Children
E01005752,Score,0.265,Income Deprivation Affecting Children
E01005743,Score,0.125,Income Deprivation Affecting Children
E01005827,Score,0.053,Income Deprivation Affecting Children
E01005692,Score,0.355,Income Deprivation Affecting Children
E01005681,Score,0.537,Income Deprivation Affecting Children
E01005693,Score,0.121,Income Deprivation Affecting Children
E01005700,Score,0.185,Income Deprivation Affecting Children
E01005707,Score,0.371,Income Deprivation Affecting Children
E01005706,Score,0.344,Income Deprivation Affecting Children
E01005793,Score,0.048,Income Deprivation Affecting Children
E01005879,Score,0.206,Income Deprivation Affecting Children
E01005890,Score,0.314,Income Deprivation Affecting Children
E01005877,Score,0.167,Income Deprivation Affecting Children
E01005884,Score,0.009,Income Deprivation Affecting Children
E01005882,Score,0.027,Income Deprivation Affecting Children
E01005848,Score,0.038,Income Deprivation Affecting Children
E01005846,Score,0.119,Income Deprivation Affecting Children
E01005906,Score,0.067,Income Deprivation Affecting Children
E01005905,Score,0.333,Income Deprivation Affecting Children
E01005922,Score,0.089,Income Deprivation Affecting Children
E01005921,Score,0.292,Income Deprivation Affecting Children
E01005896,Score,0.215,Income Deprivation Affecting Children
E01005893,Score,0.187,Income Deprivation Affecting Children
E01005898,Score,0.111,Income Deprivation Affecting Children
E01005791,Score,0.106,Income Deprivation Affecting Children
E01005946,Score,0.221,Income Deprivation Affecting Children
E01005821,Score,0.139,Income Deprivation Affecting Children
E01005803,Score,0.017,Income Deprivation Affecting Children
E01005840,Score,0.171,Income Deprivation Affecting Children
E01005798,Score,0.105,Income Deprivation Affecting Children
E01005825,Score,0.054,Income Deprivation Affecting Children
E01005789,Score,0.024,Income Deprivation Affecting Children
E01033218,Score,0.052,Income Deprivation Affecting Children
E01005983,Score,0.095,Income Deprivation Affecting Children
E01005974,Score,0.277,Income Deprivation Affecting Children
E01005986,Score,0.168,Income Deprivation Affecting Children
E01005985,Score,0.048,Income Deprivation Affecting Children
E01005945,Score,0.485,Income Deprivation Affecting Children
E01005943,Score,0.201,Income Deprivation Affecting Children
E01005969,Score,0.114,Income Deprivation Affecting Children
E01006079,Score,0.078,Income Deprivation Affecting Children
E01006074,Score,0.178,Income Deprivation Affecting Children
E01006106,Score,0.342,Income Deprivation Affecting Children
E01006095,Score,0.071,Income Deprivation Affecting Children
E01006098,Score,0.011,Income Deprivation Affecting Children
E01006155,Score,0.079,Income Deprivation Affecting Children
E01006151,Score,0.011,Income Deprivation Affecting Children
E01006245,Score,0.118,Income Deprivation Affecting Children
E01006243,Score,0.069,Income Deprivation Affecting Children
E01006251,Score,0.047,Income Deprivation Affecting Children
E01006249,Score,0.413,Income Deprivation Affecting Children
E01006224,Score,0.053,Income Deprivation Affecting Children
E01033685,Score,0.155,Income Deprivation Affecting Children
E01033658,Score,0.053,Income Deprivation Affecting Children
E01005394,Score,0.121,Income Deprivation Affecting Children
E01005392,Score,0.263,Income Deprivation Affecting Children
E01005600,Score,0.278,Income Deprivation Affecting Children
E01005597,Score,0.109,Income Deprivation Affecting Children
E01005483,Score,0.327,Income Deprivation Affecting Children
E01005487,Score,0.265,Income Deprivation Affecting Children
E01005501,Score,0.38,Income Deprivation Affecting Children
E01005485,Score,0.281,Income Deprivation Affecting Children
E01033663,Score,0.293,Income Deprivation Affecting Children
E01033683,Score,0.051,Income Deprivation Affecting Children
E01033665,Score,0.302,Income Deprivation Affecting Children
E01033656,Score,0.14,Income Deprivation Affecting Children
E01005471,Score,0.26,Income Deprivation Affecting Children
E01033661,Score,0.087,Income Deprivation Affecting Children
E01033681,Score,0.052,Income Deprivation Affecting Children
E01005389,Score,0.391,Income Deprivation Affecting Children
E01005447,Score,0.235,Income Deprivation Affecting Children
E01005445,Score,0.247,Income Deprivation Affecting Children
E01005464,Score,0.42,Income Deprivation Affecting Children
E01005459,Score,0.436,Income Deprivation Affecting Children
E01005409,Score,0.021,Income Deprivation Affecting Children
E01005399,Score,0.167,Income Deprivation Affecting Children
E01005440,Score,0.208,Income Deprivation Affecting Children
E01005703,Score,0.424,Income Deprivation Affecting Children
E01005683,Score,0.626,Income Deprivation Affecting Children
E01005708,Score,0.288,Income Deprivation Affecting Children
E01005704,Score,0.354,Income Deprivation Affecting Children
E01005446,Score,0.199,Income Deprivation Affecting Children
E01005633,Score,0.299,Income Deprivation Affecting Children
E01005451,Score,0.138,Income Deprivation Affecting Children
E01005154,Score,0.049,Income Deprivation Affecting Children
E01005278,Score,0.297,Income Deprivation Affecting Children
E01005289,Score,0.467,Income Deprivation Affecting Children
E01005285,Score,0.505,Income Deprivation Affecting Children
E01005249,Score,0.265,Income Deprivation Affecting Children
E01005142,Score,0.489,Income Deprivation Affecting Children
E01005138,Score,0.54,Income Deprivation Affecting Children
E01005165,Score,0.234,Income Deprivation Affecting Children
E01005185,Score,0.177,Income Deprivation Affecting Children
E01005178,Score,0.366,Income Deprivation Affecting Children
E01005197,Score,0.335,Income Deprivation Affecting Children
E01005191,Score,0.356,Income Deprivation Affecting Children
E01004993,Score,0.396,Income Deprivation Affecting Children
E01005000,Score,0.044,Income Deprivation Affecting Children
E01004995,Score,0.106,Income Deprivation Affecting Children
E01005121,Score,0.357,Income Deprivation Affecting Children
E01005831,Score,0.126,Income Deprivation Affecting Children
E01005823,Score,0.227,Income Deprivation Affecting Children
E01005802,Score,0.039,Income Deprivation Affecting Children
E01005801,Score,0.073,Income Deprivation Affecting Children
E01005949,Score,0.221,Income Deprivation Affecting Children
E01005762,Score,0.526,Income Deprivation Affecting Children
E01005748,Score,0.047,Income Deprivation Affecting Children
E01005792,Score,0.023,Income Deprivation Affecting Children
E01005040,Score,0.138,Income Deprivation Affecting Children
E01005021,Score,0.023,Income Deprivation Affecting Children
E01004994,Score,0.314,Income Deprivation Affecting Children
E01005361,Score,0.071,Income Deprivation Affecting Children
E01005418,Score,0.051,Income Deprivation Affecting Children
E01005417,Score,0.058,Income Deprivation Affecting Children
E01005438,Score,0.249,Income Deprivation Affecting Children
E01005635,Score,0.108,Income Deprivation Affecting Children
E01005634,Score,0.065,Income Deprivation Affecting Children
E01005675,Score,0.184,Income Deprivation Affecting Children
E01005643,Score,0.124,Income Deprivation Affecting Children
E01005817,Score,0.28,Income Deprivation Affecting Children
E01005810,Score,0.092,Income Deprivation Affecting Children
E01005014,Score,0.103,Income Deprivation Affecting Children
E01005013,Score,0.321,Income Deprivation Affecting Children
E01005357,Score,0.088,Income Deprivation Affecting Children
E01005353,Score,0.39,Income Deprivation Affecting Children
E01005366,Score,0.167,Income Deprivation Affecting Children
E01005747,Score,0.143,Income Deprivation Affecting Children
E01005732,Score,0.264,Income Deprivation Affecting Children
E01005819,Score,0.117,Income Deprivation Affecting Children
E01005818,Score,0.306,Income Deprivation Affecting Children
E01005961,Score,0.122,Income Deprivation Affecting Children
E01005940,Score,0.215,Income Deprivation Affecting Children
E01005938,Score,0.308,Income Deprivation Affecting Children
E01005953,Score,0.303,Income Deprivation Affecting Children
E01005781,Score,0.291,Income Deprivation Affecting Children
E01005726,Score,0.311,Income Deprivation Affecting Children
E01005712,Score,0.232,Income Deprivation Affecting Children
E01005243,Score,0.462,Income Deprivation Affecting Children
E01005221,Score,0.172,Income Deprivation Affecting Children
E01005218,Score,0.095,Income Deprivation Affecting Children
E01005230,Score,0.286,Income Deprivation Affecting Children
E01005161,Score,0.305,Income Deprivation Affecting Children
E01005183,Score,0.518,Income Deprivation Affecting Children
E01005195,Score,0.486,Income Deprivation Affecting Children
E01005162,Score,0.204,Income Deprivation Affecting Children
E01005310,Score,0.368,Income Deprivation Affecting Children
E01005236,Score,0.321,Income Deprivation Affecting Children
E01005323,Score,0.392,Income Deprivation Affecting Children
E01005346,Score,0.113,Income Deprivation Affecting Children
E01005193,Score,0.267,Income Deprivation Affecting Children
E01005240,Score,0.518,Income Deprivation Affecting Children
E01005194,Score,0.37,Income Deprivation Affecting Children
E01004864,Score,0.127,Income Deprivation Affecting Children
E01005122,Score,0.367,Income Deprivation Affecting Children
E01004874,Score,0.259,Income Deprivation Affecting Children
E01004869,Score,0.393,Income Deprivation Affecting Children
E01005136,Score,0.307,Income Deprivation Affecting Children
E01005091,Score,0.416,Income Deprivation Affecting Children
E01005066,Score,0.293,Income Deprivation Affecting Children
