registered_charity_number,charity_company_registration_number,charity_name,charity_type,charity_activities,date_of_registration,charity_contact_address,charity_contact_postcode,charity_contact_phone,charity_contact_email,charity_contact_web
508340,NA,THE WATER ADVENTURE CENTRE,Other,"WAC is a vibrant youth project blending youth work, canoes and water. Focusing on developing confidence and self esteem, awareness of self, others and our environment communication and collaborative working. Young people 8 to 19 join our youth clubs, whereas groups of all ages book canoeing sessions. WAC aims to work with those most affected by disability, discrimination and disadvantage.",1979-12-30,"The Old Boathouse, Fairfield Locks, Off Maddison Road, Droylsden",M43 6ES,01613012673,info@wateradventurecentre.org.uk,www.wateradventurecentre.org.uk
509075,NA,COTTON TEXTILES RESEARCH TRUST,Other,"Founded for the benefit of workers in the British Textile Industry the charity's work includes the promotion of medical research into the prevention, treatment and cure of ailments and diseases to which such workers are especially liable.",1979-08-28,"University Of Manchester, Oxford Road, Manchester",M13 9PL,01613066000,NA,www.manchester.ac.uk
509583,NA,17TH SALE SCOUT GROUP,Other,As of the Scout Association,1980-01-29,"9 Staines Close, Appleton, Warrington",WA4 5NP,01925264951,paharris999@gmail.com,NA
509772,03169301,THE GREATER MANCHESTER TRANSPORT SOCIETY,Charitable company,The Greater Manchester Transport Society exists to maintain a museum for the purpose of advancing the education of the public in the nature of public transport within the United Kingdom and the historical development of all aspects of such public transport with particular emphasis upon the historical aspects of road passenger transport in the counties of Greater Manchester Cheshire and Lancashire.,1980-03-18,"Museum Of Transport, Boyle Street, Manchester",M8 8UW,01612052122,email@gmts.co.uk,www.gmts.co.uk
510071,NA,TRAFFORD TALKING NEWS FOR THE BLIND,Other,"To provide weekly audio news to the visually handicapped,in the Trafford area of Greater Manchester.",1980-09-22,"172 Stockport Road, Timperley, Altrincham",WA15 7SR,01619808054,NA,NA
510230,NA,RESTORER TRUST,Trust,"The declaration of the gospel of Jesus Christ, through the giving of gifts and support for the work of the church",1980-07-15,"135 London Road South, Poynton, Stockport",SK12 1LG,01612146173,NA,NA
510668,NA,WILLIAM HULME'S GRAMMAR SCHOOL FOUNDATION,Other,To provide educational resources for boys and girls between the ages of 3 and 18 years old.,1980-10-20,"William Hulmes Grammar School, Springbridge Road, Manchester",M16 8PR,01612262054,Elizabeth.fritchley@whgs-academy.org,NA
510911,01518396,SALFORD AND TRAFFORD ENGINEERING GROUP TRAINING ASSOCIATION LIMITED,Charitable company,The principal activity of the charity is the recruitment training and support of young people in apprenticeships within the employer base and a variety of government funded training initiatives are operated by the company and funded by the learning and skills council.,1981-01-13,"C/O Stegta Ltd, 4th Floor Duckworth House, Lancastrian Office Suite, Talbot Road, Stretford, Manchester",M32 0FP ,01618774078,info@stegta.co.uk,www.stegta.co.uk
510939,NA,TIMPERLEY (RIDDINGS) COMMUNITY ASSOCIATION,Other,NA,1981-01-14,"Homestead, 121 Park Road, Timperley, Altrincham",WA15 6QQ,01619629740,NA,NA
511076,NA,"JAIN SAMAJ, MANCHESTER",Other,"CARRYING OUT ALL THE RELEGIOUS ACTIVITIES, RAISING FUNDS FOR CHARITY, LOOKING AFTER OLD AND YOUNG PEOPLEIN GREATER MANCHESTER AREA",1981-02-23,"85 Gillbent Road, Cheadle Hulme, Cheadle",SK8 6NQ,07387387963,nehal_mehta@hotmail.com,jainsamajmanchester.org
512299,NA,THE MAYOR OF TRAFFORD'S CHARITY FUND,Trust,DONATIONS AND FUND RAISING FOR THE PURPOSES OF FURTHERING SUCH CHARITABLE CAUSES AS THE MAYOR FOR THE TIME BEING DETERMINES SHOULD BE SUPPORTED FOR THE CURRENT MAYORAL YEAR,1982-02-05,"Trafford Council, Town Hall, Talbot Road, Stretford, Manchester",M32 0TH,01619124221,mayors.office@trafford.gov.uk,NA
512522,NA,WILLIAM BYRD SINGERS OF MANCHESTER,Other,Elite Adult Chamber choir performing music from the Rennaissance to the present day.,1982-10-01,"7 The Close, Atherton, Manchester",M46 9GP,07720536154,p.aldred@talktalk.net,www.williambyrdsingers.org.uk
512541,NA,THE CHESHIRE PROVINCIAL GRAND LODGE OF MARK MASTER MASON'S FUND OF BENEVOLENCE,Trust,"To assist in the relief of distress of Cheshire Mark Master Masons and their dependents, to make grants to other Masonic Charities and non Masonic charities",1982-04-15,"The Provincial Office, 5 Lingmell Gardens, Holmes Chapel, Crewe",CW4 7LH,01477537399,secretariat@cheshiremarkmasons.co.uk,NA
512569,NA,THE HALE BARNS ARTS TRUST,Other,The Hale Barns Arts Trust is established for the encouragement of the Arts within Hale Barns and its neighbourhood. The trustees will consider grant proposals for any artistic exhibition or event for the benefit of the public in that neighbourhood. The trustees would also be pleased to hear from any potential donors who would like to support the objectives of the charity.,1982-04-21,"29 Ollerbarrow Road, Hale, Altrincham",WA15 9PP,01619282679,NA,NA
512710,01559314,"TLC: TALK, LISTEN, CHANGE",Charitable company,"TLC: Talk, Listen, Change provide a range of services in support of safe, healthy and happy relationships. These include: - counselling for children, young people, individual adults, couples and families- domestic abuse prevention programmes for perpetrators - mediation and separation services- community volunteering projects- partnership relationship-focussed projects",1982-05-26,"Floor 5, Trafford House, Chester Road, Manchester",M32 0RS,01618721100,enquiries@talklistenchange.org.uk,www.talklistenchange.org.uk
512776,NA,FIRSWOOD AND DISTRICT COMMUNITY ASSOCIATION,Other,Hire of said centre to a variety of groups (voluntary) to enable the local and surrounding community to have somewhere to hold their activities/meetings etc...,1982-06-10,"26 Wellens Way, Middleton, Manchester",M24 4PB,07576448316,Firswoodcommunitycentre@hotmail.com,NA
512840,NA,HEYES LANE PRIMARY SCHOOL PTA,Other,Heyes Lane Primary School PTA is the parent/teacher group for the school who colloborate to raise funds.,1983-06-30,"Heyes Lane Primary School, Crofton Avenue, Timperley, Altrincham",WA15 6BZ,01619739850,office@heyeslane.co.uk,NA
512975,NA,URMSTON AND DISTRICT LOCAL HISTORY SOCIETY,Other,HISTORY SOCIETYRESEARCH HISTORICAL EVENTS AND ACTIVITIES IN OUR LOCAL AREA,1982-09-03,"5 Avondale Crescent, Urmston, Davyhulme, Manchester",M41 7AU,01617474185,daveandbabs@hotmail.co.uk,NA
513250,NA,THE DAVYHULME LODGE BENEVOLENT FUND,Other,Relives poverty for the elderly and people with disabilities and assists other charities in the Trafford area particularly but also in the wider community.,1982-11-15,"Woodside, Bell Lane, Thelwall, Warrington",WA4 2SY,01925210635,cliff.thethelwallblue@btinternet.com,NA
513483,NA,THE OLD TRAFFORD FAMILY CENTRE,Other,Services: sessional day care for 2-5yr olds; Drop-ins; Parents group; various courses; cr+¿ches; partnership working eg Out of school club,1983-01-20,"Old Trafford Family Centre, Powell Street, Old Trafford, Manchester",M16 7QQ,01612261308,NA,NA
513628,NA,HALE ST PETER CENTENARY TRUST,Trust,RAISING FUNDS TO CREATE AND MAINTAIN AN ENDOWMENT FUND TO FURTHER THE RELIGIOUS AND OTHER CHARITABLE WORK OF THE CHURCH OF ENGLAND AND IN PARTICULAR WITHIN THE PARISH OF HALE ST PETER.,1983-04-08,"22 Rivington Road, Hale, Altrincham",WA15 9PH,01619289645,simon.walsh6@btinternet.com,NA
513887,NA,DASHMASH SIKH TEMPLE,Trust,"Religious ceremonies, including birth, marriages and death ceremonies. Religious & cultural education. Educate local & other communities about Sikh religion & culture tradition. Celebrate Sikh festivals. Sports & social recreation etc.",1983-06-08,"Gurduwara Sikh Temple, 98 Heywood Street, Manchester",M8 0DT,01617206398,DASMESH-SIKHTEMPLE@OUTLOOK.COM,NA
513929,NA,FRIENDS OF BRENTWOOD ASSOCIATION,Other,"Activities - fundraisers ie, summer gala, fashion shows, childrens discos, prom night, Christmas fayre, refreshment stalls.",1983-06-08,"Brentwood School, Cherry Lane, Sale",M33 4GY,0161 905 2371,admin@brentwood.trafford.sch.uk,www.friendsofbrentwood.co.uk
513977,NA,SOUTH TRAFFORD ARCHAELOGICAL GROUP,Other,Archaeological research (excavation and building survey) within the Area of Operation. Publication of reports on the results of the research. Provision of regular lecturers on archaeological or historical subjects. Supporting Trafford MBC on the interpretation and improvement of the Timperley Old Hall site. Provision of work experience and talks to local individual students or schools.,1983-06-10,"87 Ashley Road, Altrincham",WA14 2LX,0161 929 0929,stag.archaeology@outlook.com,www.stag-archaeology.uk
514719,01681278,GREATER MANCHESTER ARTS CENTRE LIMITED,Charitable company,"The objects of the Charity are to promote, maintain, improve and advance education, particularly by the encouragement of the arts.  This includes the arts of cinema, photography, painting and sculpture and including all other arts of a visual nature provided that all the objects of the Company shall be of a charitable nature.",1984-02-13,"Greater Manchester Arts Centre Ltd, 2 Tony Wilson Place, Manchester",M15 4FN,01612287621,info@homemcr.org,www.homemcr.org
514956,01656809,THE MANCHESTER TRAMWAY COMPANY LIMITED,Charitable company,"Heritage Tramcar restoration and running of restored vehicles within Heaton Park in Manchester, run solely by volunteers.  Maintaining heritage tramway infrastructure and undertaking restoration works on tramcars originally built from 1880 onwards.",1984-03-26,"34 Fountains Road, Cheadle Hulme, Cheadle",SK8 7PY,01614398203,j.valentine69@btinternet.com,hptramway.co.uk
515341,NA,THE MANCHESTER GUARDIAN SOCIETY CHARITABLE TRUST,Trust,"Grant making charity which makes donations to a wide range of charities and other community organisations which provide charitable benefits for communities within Greater Manchester, in particular, organisations for young people, provision for the sick, the disabled, the elderly and disadvantaged, support for educational initiatives by arts organisations and support for community groups.",1984-07-06,"One St Peter's Square, Manchester, Greater Manchester",M2 3DE,01619346190,joe.swift@addleshawgoddard.com,www.manchesterguardiansociety.org.uk
515734,NA,THE FRANCES DEL PANNO TRUST FUND,Other,The Trust fund makes grants to community & voluntary groups within a specific geographical area.,1984-11-01,"Trafford Council, Town Hall, Talbot Road, Stretford, Manchester",M32 0TH,01619124336,graeme.bentley@trafford.gov.uk,NA
515778,NA,CUTCHI SUNNI MUSLIM ASSOCIATION,Other,"Advancement of Religion ActivitiesProvision of Social and Cultural ActivitiesProvision of Recreation activities for the Children, Youth, Adults, Elderly and DisabledProvision of Marriage, Death and Funeral ServicesAlleviation of PovertyProvision of Education, Advice and Information Service to the Community",1984-11-15,"34 Edilom Road, Manchester",M8 4HZ,07984664521,info@csmamanchester.co.uk,www.csmamanchester.co.uk
515886,NA,ANIMALS IN DISTRESS,Other,"The object of the charity is to provide in Greater Manchester and the surrounding area for the care and protection of animals of all kinds in need of care and attention by reason of sickness, maltreatment, poor circumstances, ill usage and other similar causes and to prevent thereby cruelty to and suffering among animals.",1984-12-05,"Leach Farm, Swaindrod Lane, Blackstone Edge, Littleborough, Lancs",OL15 0LE,01706371731,fieldofdreams@hotmail.co.uk,www.animals-in-distress.co.uk
516022,NA,1ST DAVYHULME SCOUT GROUP,Other,Education/Training & Sport/Recreation for Children/Young People,1985-01-24,"10 Highfield Drive, Urmston, Manchester",M41 7AF,01617485709,PETERCLOUGH010@BTINTERNET.COM,NA
516293,NA,ALTRINCHAM AND DISTRICT SCOUT COUNCIL,Other,To provide education and training for young people so that they are able to take a constructive part in society,1985-04-03,"7 Royce Avenue, Altrincham",WA15 8HB,07734333861,bppastore@sky.com,NA
516513,NA,BROOM LANE BETH HAMIDRASH,Other,synagogueHOUSE OF PRAYER & STUDY,1985-06-18,"13 Cleveleys Grove, Salford",M7 4DE,01617925841,NA,NA
516828,NA,STANDISH C E PRIMARY SCHOOL FRIENDS ASSOCIATION,Other,Fundraising activities,1985-09-24,"St. Wilfrids C Of E Primary School, Rectory Lane, Standish, Wigan",WN6 0XB,01257423992,NA,www.saintwilfrids-ptfa.org.uk/
517020,NA,GREATER MANCHESTER DRAMA FEDERATION,Other,"The aim is to promote amateur  theatre in and across the greater manchester area together with updates of legal and national requirements, this involves approximately 60 societies.",2011-10-04,"379 Chester Road, Woodford, Stockport",SK7 1QQ,0161 440 0118,jude@gmdf.org,www.gmdf.org
517170,NA,AFRO-CARIBBEAN AND FRIENDS COMMUNITY ASSOCIATION,Other,"Educational - operate a supplementary Saturday SchoolCultural - have regular monthly cultural activities and an annual Culture WeekCommunity services - assist a number of community group and organizations with facilities to hold a numb or community activities; fun days, social gatherings, meetings",1986-02-14,"West Indian Organisation, 74 Carmoor Road, Manchester",M13 0FB,01612246848,acfca_wioccsecretary@yahoo.co.uk,NA
517249,NA,UPPER ROOM CHRISTIAN FELLOWSHIP,Other,General Charitable activities,1986-03-06,"Flat 6, Chomlea, Devisdale Road, Altrincham",WA14 2AT,01619429897,rogerblaskey@kjgllp.com,NA
517914,NA,ALTRINCHAM LITTLE THEATRE,Other,Provision of plays and public performances by both youth and adults. We carry out drama training for children with full use of stage facilities.,1986-08-22,"Altrincham Little Theatre, 17 Oxford Road, Altrincham, Cheshire",WA14 2ED,07850825256,alttheatre@btconnect.com,www.clubtheatre.org.uk
518781,NA,HALE WELLGREEN COUNTY PRIMARY SCHOOL PARENT TEACHER ASSOCIATION,Other,Parent Teacher Association,1987-04-29,"Well Green Primary School, Briony Avenue, Hale, Altrincham",WA15 8QA,0161 980 3976,wellgreen.admin@trafford.gov.uk,NA
519754,NA,THE TICKER CLUB,Other,"To offer support throughout the area both to those who are themselves experiencing heart or vascular procedures, and to their families to support financially and otherwise all forms of cardiac procedures carried out by the University Hospital of South Manchester NHS Foundation Trust (Wythenshawe) & to raise funds, inviting and receiving contributions by way of subscription, donation and any other",1988-01-22,"North West Heart Centre, Wythenshawe Hospital, Southmoor Road, Manchester",M23 9LT,07799577548,enquiries@thetickerclub.co.uk,www.thetickerclub.co.uk
