name,type,address,postcode,area_name,long,lat
Sunny's Chippy,Takeaway/sandwich shop," 29-31 New Lane, Bolton",BL2 5BN,Bolton,-2.395304,53.590326
Taste of China,Takeaway/sandwich shop," 523 Wigan Road, Bolton",BL3 4QN,Bolton,-2.469412,53.564918
Taste Of Raj,Takeaway/sandwich shop," 113 St Georges Avenue, Westhoughton, Bolton",BL5 2EZ,Bolton,-2.524912,53.539187
Tasty King Kebab,Takeaway/sandwich shop," 1 Churchgate, Bolton",BL1 1HU,Bolton,-2.426078,53.579821
The Buttery Sandwich Bar & Deli,Takeaway/sandwich shop," 88 Deansgate, Bolton",BL1 1BD,Bolton,-2.431498,53.579559
The Chicken Shaq,Takeaway/sandwich shop," 10 St Helens Road, Bolton",BL3 3NH,Bolton,-2.446547,53.565778
The Flaming Grill,Takeaway/sandwich shop,"Unit 2 Oast House, Sandhurst Drive, Bolton",BL2 6DZ,Bolton,-2.39016890525818,53.5756912231445
The Food Factory,Takeaway/sandwich shop," 69 Bradshawgate, Bolton",BL1 1QD,Bolton,-2.425539,53.577207
The Happy House,Takeaway/sandwich shop," 279 Tonge Moor Road, Bolton",BL2 2JG,Bolton,-2.4127344,53.5916949
The Jute,Takeaway/sandwich shop," 665 Chorley Old Road, Bolton",BL1 6BJ,Bolton,-2.46857,53.588444
Top Chef,Takeaway/sandwich shop," 211 Manchester Road, Kearsley, Bolton",BL4 8QL,Bolton,-2.368771,53.537739
Tuck In,Takeaway/sandwich shop," 5 Park Road, Westhoughton, Bolton",BL5 3BX,Bolton,-2.518351,53.548114
Tung Sing,Takeaway/sandwich shop," 24 Glynne Street, Farnworth, Bolton",BL4 7DY,Bolton,-2.40408,53.550505
Turkish Grill,Takeaway/sandwich shop," 29 Market Street, Little Lever, Bolton",BL3 1HH,Bolton,-2.371549,53.562008
Village Pantry,Takeaway/sandwich shop," 51 Longsight, Bolton",BL2 3HY,Bolton,-2.391931,53.60453
Westhoughton Tandori,Takeaway/sandwich shop," 97 Market Street, Westhoughton, Bolton",BL5 3AA,Bolton,-2.524201,53.548834
Whitesides,Takeaway/sandwich shop," 470 Halliwell Road, Bolton",BL1 8AN,Bolton,-2.443994,53.594488
A1 Fish and Chips,Takeaway/sandwich shop," 433 Chorley Old Road, Bolton",BL1 6AH,Bolton,-2.457463,53.588189
Big Mamma,Takeaway/sandwich shop," 89 St Georges Avenue, Westhoughton, Bolton",BL5 2EZ,Bolton,-2.524912,53.539187
Chesters,Takeaway/sandwich shop," 153-155 Blackburn Road, Bolton",BL1 8HE,Bolton,-2.431118,53.591191
Dragon Inn,Takeaway/sandwich shop," 32A Victory Road, Little Lever, Bolton",BL3 1QY,Bolton,-2.372512,53.565007
Fusion Foods Limited,Takeaway/sandwich shop," 290 Blackburn Road, Bolton",BL1 8DU,Bolton,-2.431444,53.594983
Gilnow Chippy,Takeaway/sandwich shop," 3 Gilnow Road, Bolton",BL1 4LH,Bolton,-2.446907,53.576994
Golden Chopsticks,Takeaway/sandwich shop," 471 Leigh Road, Westhoughton, Bolton",BL5 2JH,Bolton,-2.51752,53.535677
Golden Crown,Takeaway/sandwich shop," 2-4 Kearsley Mount Precinct, Kearsley, Bolton",BL4 8PZ,Bolton,-2.367511,53.536772
Golden Dragon,Takeaway/sandwich shop," 112 Market Street, Farnworth, Bolton",BL4 9AE,Bolton,-2.393493,53.548231
Happy Kitchen,Takeaway/sandwich shop," 1 Bridgeman Street, Farnworth, Bolton",BL4 7PR,Bolton,-2.397216,53.552542
King Lee,Takeaway/sandwich shop," 106 Lee Lane, Horwich, Bolton",BL6 7AE,Bolton,-2.547082,53.600343
Koolios Fried Chicken,Takeaway/sandwich shop," 356 Derby Street, Bolton",BL3 6LS,Bolton,-2.444624,53.566675
Kurdistan Sweet Ltd,Takeaway/sandwich shop," 106-108 Derby Street, Bolton",BL3 6HG,Bolton,-2.436961,53.571818
Mama's Grill,Takeaway/sandwich shop," 168 Halliwell Road, Bolton",BL1 3QN,Bolton,-2.434185,53.59118
Market Fish  Bar,Takeaway/sandwich shop," 50 Brackley Street, Farnworth, Bolton",BL4 9DR,Bolton,-2.394638,53.54793
Marmaris Bolton Ltd,Takeaway/sandwich shop," 543 Tonge Moor Road, Bolton",BL2 3BN,Bolton,-2.410684,53.598085
Mashs Peri-Peri Chicken,Takeaway/sandwich shop," 204 Deane Road, Bolton",BL3 5DP,Bolton,-2.443981,53.57305
Morning Tide,Takeaway/sandwich shop," 130 Mornington Road, Bolton",BL1 4ED,Bolton,-2.455221,53.583318
P's Hut Limited,Takeaway/sandwich shop," 250 St Helens Road, Bolton",BL3 3PZ,Bolton,-2.455014,53.561252
Paradiso Pizza,Takeaway/sandwich shop," 222 Albert Road, Farnworth, Bolton",BL4 9JB,Bolton,-2.399998,53.543463
Peri Hut,Takeaway/sandwich shop," 76 Egerton Street, Farnworth, Bolton",BL4 7LE,Bolton,-2.401973,53.554404
Pizza 2 Go,Takeaway/sandwich shop," 4 Entwistle Street, Bolton",BL2 2ER,Bolton,-2.409177,53.586028
Sean O'Neil,Takeaway/sandwich shop," 2 Brackley Street, Farnworth, Bolton",BL4 9DR,Bolton,-2.394638,53.54793
Seven Acre,Takeaway/sandwich shop," 150 Winchester Way, Bolton",BL2 5AG,Bolton,-2.39225,53.586732
Shanghai,Takeaway/sandwich shop," 234 Chorley Old Road, Bolton",BL1 3BW,Bolton,-2.449827,53.586017
Simpsons Fried Chicken,Takeaway/sandwich shop," 140 Albert Road, Farnworth, Bolton",BL4 9HE,Bolton,-2.399854,53.545729
Sole D'Oro,Takeaway/sandwich shop," 264-266 Halliwell Road, Bolton",BL1 3QD,Bolton,-2.437461,53.592453
Sorento,Takeaway/sandwich shop," 179 Albert Road, Farnworth, Bolton",BL4 9HZ,Bolton,-2.399416,53.544148
Syd's Chippy & Grill,Takeaway/sandwich shop," 192 Chorley Old Road, Bolton",BL1 3BG,Bolton,-2.448734,53.585536
Syds Takeaway,Takeaway/sandwich shop," 335 Derby Street, Bolton",BL3 6LR,Bolton,-2.443402,53.566833
The New Happy Garden,Takeaway/sandwich shop," 216 Albert Road, Farnworth, Bolton",BL4 9JB,Bolton,-2.399998,53.543463
Tongs,Takeaway/sandwich shop," 139 Chorley Old Road, Bolton",BL1 3BD,Bolton,-2.448198,53.584818
Village Pizza,Takeaway/sandwich shop," 85 High Street, Little Lever, Bolton",BL3 1NA,Bolton,-2.365354,53.561371
Volcano,Takeaway/sandwich shop," 27 Lowndes Street, Bolton",BL1 4PZ,Bolton,-2.458076,53.586183
Zino's,Takeaway/sandwich shop," 98 Booth Road, Little Lever, Bolton",BL3 1JP,Bolton,-2.368683,53.557019
A La Pizza,Takeaway/sandwich shop," 27 Plodder Lane, Farnworth, Bolton",BL4 0BZ,Bolton,-2.411053,53.549025
A Star Chippy,Takeaway/sandwich shop," 289 Lever Street, Bolton",BL3 6PD,Bolton,-2.43167,53.566786
A.M.Mian's,Takeaway/sandwich shop," 60 Great Moor Street, Bolton",BL1 1SN,Bolton,-2.429729,53.576401
Alif Takeaway,Takeaway/sandwich shop," 170 New Street, Blackrod, Bolton",BL6 5AQ,Bolton,-2.581141,53.592498
American Fried Chicken,Takeaway/sandwich shop," 77 Market Street, Farnworth, Bolton",BL4 7NS,Bolton,-2.394504,53.5498
Ashys Takeaway,Takeaway/sandwich shop," 17 St Helens Road, Bolton",BL3 3NL,Bolton,-2.446182,53.565537
Camel One,Takeaway/sandwich shop," 205-207 Derby Street, Bolton",BL3 6JT,Bolton,-2.439235,53.569751
Curry Centre,Takeaway/sandwich shop," 68 Egerton Street, Farnworth, Bolton",BL4 7LE,Bolton,-2.401973,53.554404
Donner 24,Takeaway/sandwich shop," 154 Chorley New Road, Horwich, Bolton",BL6 5QW,Bolton,-2.550649,53.598071
Dragon Capital,Takeaway/sandwich shop," 51 Higher Market Street, Farnworth, Bolton",BL4 8HQ,Bolton,-2.390751,53.545489
Flower Takeaway,Takeaway/sandwich shop," 175 Crescent Road, Bolton",BL3 2JS,Bolton,-2.417882,53.563482
Golden Village,Takeaway/sandwich shop," 22 Manchester Road, Kearsley, Bolton",BL4 8NZ,Bolton,-2.373276,53.538651
Istanbul Shawarma,Takeaway/sandwich shop," 136 Derby Street, Bolton",BL3 6JR,Bolton,-2.438025,53.571068
Kearsley Pizza and Kebab,Takeaway/sandwich shop," 114 Springfield Road, Kearsley, Bolton",BL4 8LA,Bolton,-2.379338,53.538263
Kurdistan Sweet Shop,Takeaway/sandwich shop," 339 Derby Street, Bolton",BL3 6LR,Bolton,-2.443402,53.566833
Little India,Takeaway/sandwich shop," 582 Blackburn Road, Bolton",BL1 7AL,Bolton,-2.432378,53.602188
Lok Yuen,Takeaway/sandwich shop," 157 Market Street, Farnworth, Bolton",BL4 8EX,Bolton,-2.392664,53.548296
Persian and Afghan Foods Ltd,Takeaway/sandwich shop," 181 Derby Street, Bolton",BL3 6JT,Bolton,-2.439235,53.569751
Prego,Takeaway/sandwich shop," 310 Chorley Old Road, Bolton",BL1 4JU,Bolton,-2.453405,53.587298
Reggae Vibes,Takeaway/sandwich shop," 210 St Georges Road, Bolton",BL1 2PH,Bolton,-2.438744,53.582201
Roma Chippy,Takeaway/sandwich shop," 547a Chorley New Road, Horwich, Bolton",BL6 6JZ,Bolton,-2.533906,53.589599
Spice Hut,Takeaway/sandwich shop," 118 Bradshawgate, Bolton",BL2 1AY,Bolton,-2.425756,53.576344
Sue's Chippy,Takeaway/sandwich shop," 68 Thicketford Road, Bolton",BL2 2LU,Bolton,-2.407291,53.589378
Taj Mahal,Takeaway/sandwich shop," 39 Derby Street, Bolton",BL3 6HE,Bolton,-2.434813,53.572886
Tak Ming Takeaway,Takeaway/sandwich shop," 115 Lea Gate, Bolton",BL2 4BQ,Bolton,-2.39626,53.605244
Taslima Bangladeshi,Takeaway/sandwich shop," 61 Thicketford Road, Bolton",BL2 2LS,Bolton,-2.410326,53.58926
Tex Mex,Takeaway/sandwich shop," 270 Deane Road, Bolton",BL3 5HP,Bolton,-2.446363,53.572736
The Carvery,Takeaway/sandwich shop,"16 The Riverside, Longson Street, Bolton",BL1 2TL,Bolton,-2.419816,53.586485
Tornado Food House,Takeaway/sandwich shop," 844 Bury Road, Bolton",BL2 6PA,Bolton,-2.385669,53.580686
Zahara,Takeaway/sandwich shop," 223 Manchester Road, Kearsley, Bolton",BL4 8QX,Bolton,-2.365337,53.536716
Chop Suey Bar,Takeaway/sandwich shop," 291 Plodder Lane, Farnworth, Bolton",BL4 0BR,Bolton,-2.4198210000000002,53.548851
Fasaj Balti,Takeaway/sandwich shop," 9 Bolton Road, Kearsley, Bolton",BL4 8DB,Bolton,-2.388538,53.544364
Godfather Pizza,Takeaway/sandwich shop," 46 Albert Road, Farnworth, Bolton",BL4 7BB,Bolton,-2.40133,53.548582
Hung Wan,Takeaway/sandwich shop," 118 Morris Green Lane, Bolton",BL3 3LJ,Bolton,-2.451549,53.55909
Imperial kitchen,Takeaway/sandwich shop," 242 Deane Church Lane, Bolton",BL3 4EW,Bolton,-2.459603,53.56536
K2 Taj Chippery,Takeaway/sandwich shop," 214 Crescent Road, Bolton",BL3 2JU,Bolton,-2.416281,53.561915
Trojan,Takeaway/sandwich shop," 14 Higher Market Street, Farnworth, Bolton",BL4 9AJ,Bolton,-2.391906,53.546276
AK Grill,Takeaway/sandwich shop," 74 Egerton Street, Farnworth, Bolton",BL4 7LE,Bolton,-2.401973,53.554404
Belmont House,Takeaway/sandwich shop," 128 Belmont Road, Bolton",BL1 7AN,Bolton,-2.434544,53.604086
Dallas Mirchi Pizza Limited,Takeaway/sandwich shop," 252-254 St Helens Road, Bolton",BL3 3PZ,Bolton,-2.455014,53.561252
Del Capo,Takeaway/sandwich shop," 186 Chorley Old Road, Bolton",BL1 3BA,Bolton,-2.447443,53.584893
Dorral Limited,Takeaway/sandwich shop," 26 Cooper Street, Horwich, Bolton",BL6 7AT,Bolton,-2.5466894,53.6016377
Entice Desserts Bolton,Takeaway/sandwich shop," 311 Blackburn Road, Bolton",BL1 8DY,Bolton,-2.4318119,53.594297
Harper Green Chippy,Takeaway/sandwich shop," 11 Harper Green Road, Farnworth, Bolton",BL4 0DL,Bolton,-2.414197,53.550965
Little Italy,Takeaway/sandwich shop," 333 Wigan Road, Bolton",BL3 5QU,Bolton,-2.463536,53.567493
Main Room,Takeaway/sandwich shop," 335 Chorley New Road, Horwich, Bolton",BL6 5PP,Bolton,-2.542212,53.592923
Medina Catering,Takeaway/sandwich shop," 143 High Street, Bolton",BL3 6SR,Bolton,-2.437167,53.5669
Pavilion Express @ Olive Grill,Takeaway/sandwich shop,"Leena Tandoori, 131 Bradshawgate, Bolton",BL2 1BJ,Bolton,-2.42509198188782,53.5763893127441
Pizza Parlour,Takeaway/sandwich shop," 839 Moss Bank Way, Bolton",BL1 5SN,Bolton,-2.477591,53.591356
Spice Kitchen,Takeaway/sandwich shop," 55 Tonge Moor Road, Bolton",BL2 2DL,Bolton,-2.414175,53.58735
Spicebar (NW) Limited,Takeaway/sandwich shop," 212 Chorley New Road, Horwich, Bolton",BL6 5NP,Bolton,-2.545737,53.594489
Star City Take Away Ltd,Takeaway/sandwich shop," 67 Thicketford Road, Bolton",BL2 2LS,Bolton,-2.410326,53.58926
Texican Diner,Takeaway/sandwich shop," 54 Bridge Street, Bolton",BL1 2EG,Bolton,-2.428481,53.581403
U Kitchen,Takeaway/sandwich shop," 844 Bury Road, Bolton",BL2 6PA,Bolton,-2.385669,53.580686
A&J's Fish & Chips,Takeaway/sandwich shop," 137 Coronation Road, Radcliffe, Greater Manchester",M26 3LP,Bury,-2.346386,53.568043
Allens Fried Chicken,Takeaway/sandwich shop," 55-57 Walmersley Road, Bury",BL9 5AE,Bury,-2.290015,53.598088
Armstrongs Fish & Chip Shop Ltd,Takeaway/sandwich shop," 488 Bury Old Road, Prestwich, Bury",M25 5NL,Bury,-2.27267,53.535469
Avasarni,Takeaway/sandwich shop," 204 Dumers Lane, Radcliffe, Greater Manchester",M26 2GF,Bury,-2.302898,53.569905
Belly Busters,Takeaway/sandwich shop," 98a Bradley Lane, Radcliffe, Bolton",BL2 6RA,Bury,-2.36686706542969,53.5722694396973
"Bits ""N"" Pizza",Takeaway/sandwich shop," 130 Bury New Road, Whitefield, Bury",M45 6AD,Bury,-2.292548,53.5471
Bombay Cuisine,Takeaway/sandwich shop," 30 Whittaker Lane, Prestwich, Manchester",M25 1FX,Bury,-2.268307,53.529819
Boston Pizza,Takeaway/sandwich shop," 152 Tottington Road, Bury, Greater Manchester",BL8 1RU,Bury,-2.315492,53.600424
Brandlesholme Chippy,Takeaway/sandwich shop," 365 Brandlesholme Road, Bury, Greater Manchester",BL8 1HS,Bury,-2.313665,53.608716
Brox Buttery,Takeaway/sandwich shop," 50 Newcombe Road, Ramsbottom, Bury Greater Manchester",BL0 9UT,Bury,-2.32621,53.626434
Caspian Pizza Bar,Takeaway/sandwich shop," 2 Parkhills Road, Bury",BL9 9AX,Bury,-2.297797,53.583274
China Delight,Takeaway/sandwich shop," 291 Middleton Road, Prestwich, Manchester",M8 4LY,Bury,-2.247238,53.528318
China Express,Takeaway/sandwich shop," 13 Thatch Leach Lane, Whitefield, Greater Manchester",M45 6AU,Bury,-2.287326,53.542547
China Palace,Takeaway/sandwich shop," 476 Bury Old Road, Prestwich, Greater Manchester",M25 1NL,Bury,-2.276323,53.53771
China Red,Takeaway/sandwich shop," 38 Bury Road, Tottington, Bury",BL8 3HB,Bury,-2.3373,53.610314
Chipineer,Takeaway/sandwich shop," 171 Radcliffe Road, Bury, Greater Manchester",BL9 9LN,Bury,-2.305835,53.579362
Chunky Chicken (Bury) ltd,Takeaway/sandwich shop," 36 Walmersley Road, Bury, Greater Manchester",BL9 6DP,Bury,-2.289518,53.598368
Church Street Take-away,Takeaway/sandwich shop," 71 Church Street West, Radcliffe, Bury",M26 2SX,Bury,-2.322024,53.561235
Clancy's,Takeaway/sandwich shop," 8a Silver Street, Bury",BL9 0EX,Bury,-2.298848,53.592988
Crispy Cod Greek Delight Limited,Takeaway/sandwich shop," 24 Bury New Road, Prestwich, Manchester",M25 0LD,Bury,-2.271477,53.518333
Domino's Pizza,Takeaway/sandwich shop," 36 Bury New Road, Prestwich, Greater Manchester",M25 0LD,Bury,-2.271477,53.518333
Domino's Pizza,Takeaway/sandwich shop," 89a Bolton Road, Bury",BL8 2AH,Bury,-2.311431,53.592659
Eclectic Deli & Cook Shop,Takeaway/sandwich shop," 22 Bolton Street, Ramsbottom, Bury",BL0 9HX,Bury,-2.318917,53.647828
El Paso Pizza,Takeaway/sandwich shop," 3 Radcliffe New Road, Whitefield, Manchester",M45 7QX,Bury,-2.298057,53.553576
"Golden Crown, Chinese Takeaway",Takeaway/sandwich shop," 50 Bury Old Road, Whitefield, Greater Manchester",M45 6TL,Bury,-2.283007,53.53995
Golden Fish,Takeaway/sandwich shop," 121 Tottington Road, Bury, Greater Manchester",BL8 1LN,Bury,-2.312335,53.598445
Golden Phoenix,Takeaway/sandwich shop," 105 Bolton Road, Bury, Greater Manchester",BL8 2NW,Bury,-2.313597,53.591359
Good Food,Takeaway/sandwich shop," 317 Bury New Rd Whitefield,  NA",M45 7SE,Bury,-2.297022,53.554541
Greggs,Takeaway/sandwich shop," 531 Manchester Road, Bury, Greater Manchester",BL9 9SH,Bury,-2.294382,53.572074
Grilled Hotspot Ltd,Takeaway/sandwich shop," 84 Outwood Road, Radcliffe, Manchester",M26 1AG,Bury,-2.326652,53.552486
Gusto Deli,Takeaway/sandwich shop," 20 Bank Street, Tottington, Bury",BL8 3AZ,Bury,-2.338809,53.602409
Hakka,Takeaway/sandwich shop," 468 Bolton Road, Radcliffe, Manchester",M26 3GG,Bury,-2.3501399,53.5639225
Heat n Grill,Takeaway/sandwich shop," 217 Bury Old Road, Prestwich, Manchester",M25 1JF,Bury,-2.266493,53.529319
Home Run,Takeaway/sandwich shop," 16 Parkhills Road, Bury, Greater Manchester",BL9 9AX,Bury,-2.297798,53.583274
Hong Kong Cantonese Takeaway,Takeaway/sandwich shop," 161 Bolton Road, Bury",BL8 2NW,Bury,-2.313597,53.591359
Hong Kong Takeaway,Takeaway/sandwich shop," 30 Fountain Place, Whitefield, Greater Manchester",M45 7FG,Bury,-2.292751,53.54372
Jacks,Takeaway/sandwich shop," 333 Ainsworth Road, Radcliffe, Greater Manchester",M26 4HA,Bury,-2.338514,53.573027
Jade City,Takeaway/sandwich shop," 65 Parr Lane, Bury, Greater Manchester",BL9 8JR,Bury,-2.273181,53.560512
Kaash Takeaway,Takeaway/sandwich shop," 202 Bolton Street, Ramsbottom, Bury",BL0 9JE,Bury,-2.321896,53.643613
Kans Fish and Chips,Takeaway/sandwich shop," 55 Bridge Street, Ramsbottom, Greater Manchester",BL0 9AD,Bury,-2.317455,53.64855
KT Kitchen,Takeaway/sandwich shop," 85-87 Sunny Bank Road, Bury, Greater Manchester",BL9 8ES,Bury,-2.286715,53.561631
La Gondola,Takeaway/sandwich shop," 450 Bury Old Road, Prestwich, Greater Manchester",M25 1PQ,Bury,-2.273905,53.537122
LA Pizza Takeaway.,Takeaway/sandwich shop," 106 Water Street, Radcliffe, Greater Manchester",M26 0BE,Bury,-2.335237,53.560821
Lees Fish and Chips,Takeaway/sandwich shop," 12 Argyle Street, Bury, Greater Manchester",BL9 5DX,Bury,-2.293214,53.604058
Lei Yueng Takeaway,Takeaway/sandwich shop," 2A Bolton Street, Radcliffe, Greater Manchester",M26 3SS,Bury,-2.335939,53.562563
Let's Fress Deli,Takeaway/sandwich shop," 70 Bury Old Road, Whitefield, Greater Manchester",M45 6TL,Bury,-2.283007,53.53995
Lighthouse Fish Bar,Takeaway/sandwich shop," 76 Mile Lane, Bury",BL8 2JR,Bury,-2.335263,53.587822
MFG Subway Crumpsall Station,Takeaway/sandwich shop,"Shell Crumpsall, Middleton Road,  Middleton",M8 4LY,Bury,-2.247238,53.528318
Miami Pizza,Takeaway/sandwich shop," 1 Pole Lane, Bury",BL9 8QD,Bury,-2.272694,53.56
Mian Grill House Limited,Takeaway/sandwich shop," 59 Walmersley Road, Bury",BL9 5AE,Bury,-2.290014,53.598088
Moon Palace,Takeaway/sandwich shop," 21 Deansgate, Radcliffe, Greater Manchester",M26 2SH,Bury,-2.324744,53.55961
Muffineer,Takeaway/sandwich shop," 169 Radcliffe Road, Bury, Greater Manchester",BL9 9LN,Bury,-2.305835,53.579362
New World Chippy,Takeaway/sandwich shop," 283 Dumers Lane, Radcliffe, Greater Manchester",M26 2GN,Bury,-2.303353,53.570119
Next Frydays,Takeaway/sandwich shop," 237 Bolton Road, Radcliffe, Manchester",M26 3QP,Bury,-2.343549,53.56264
Ocean Palace,Takeaway/sandwich shop," 34 Bury New Road, Prestwich, Greater Manchester",M25 0LD,Bury,-2.271477,53.518333
Papa Johns,Takeaway/sandwich shop," 53 Bury Old Road, Prestwich, Manchester",M25 0FG,Bury,-2.261478,53.52089
Peri Planet,Takeaway/sandwich shop," 155 Ainsworth Road, Radcliffe, Greater Manchester",M26 4FD,Bury,-2.335767,53.567462
Phoenix City,Takeaway/sandwich shop," 328 Tottington Road, Bury, Greater Manchester",BL8 1TA,Bury,-2.32192,53.603184
Pinto's Sandwich Shop,Takeaway/sandwich shop," 3 Fairfax Road, Prestwich, Greater Manchester",M25 1AS,Bury,-2.285005,53.534013
Pizza Hut,Takeaway/sandwich shop," 20 Silver Street, Bury, Greater Manchester",BL9 0EX,Bury,-2.298848,53.592988
Pizza Hut,Takeaway/sandwich shop," 56 Bury New Road, Prestwich, Manchester",M25 0JU,Bury,-2.271892,53.519537
Pizza Nova,Takeaway/sandwich shop," 36 Bridge Street, Ramsbottom, Bury",BL0 9AQ,Bury,-2.316287,53.64805
Prestwich Balti,Takeaway/sandwich shop," 221 Bury Old Road, Prestwich, Greater Manchester",M25 5JE,Bury,-2.27267,53.535469
Pronto Pizza,Takeaway/sandwich shop," 2 Church Street West Radcliffe,  NA",M26 2SQ,Bury,-2.324034,53.559558
Punjab Takeaway,Takeaway/sandwich shop," 65 Lord Street, Bury, Greater Manchester",BL9 0RE,Bury,-2.289031,53.591268
Rahan Tandoori Take-away,Takeaway/sandwich shop," 321 Bolton Road, Bury, Greater Manchester",BL8 2PD,Bury,-2.319558,53.588467
Riverside Takeaway,Takeaway/sandwich shop," 250 Tottington Road, Bury, Greater Manchester",BL8 1SJ,Bury,-2.319357,53.601959
Roosters,Takeaway/sandwich shop," 125 Stand Lane, Radcliffe, Manchester",M26 1JR,Bury,-2.319263,53.555435
Saffron Express,Takeaway/sandwich shop," 391 Bury Old Road, Prestwich, Greater Manchester",M25 1PS,Bury,-2.271108,53.536248
Sam's Place,Takeaway/sandwich shop," 1a St Marks Square, Bury",BL9 6EE,Bury,-2.289264,53.601056
Soupreme Sandwich Company,Takeaway/sandwich shop," 26 Fountain Place, Whitefield, Greater Manchester",M45 7FG,Bury,-2.292751,53.54372
Spice of India Takeaway,Takeaway/sandwich shop," 16 Moss Shaw Way, Radcliffe, Greater Manchester",M26 4NN,Bury,-2.344162,53.571204
Sriti Tandoor Takeaway,Takeaway/sandwich shop," 6 Walmersley Old Road, Bury, Greater Manchester",BL9 6SQ,Bury,-2.294368,53.617816
St Georges Bakery,Takeaway/sandwich shop," 1 New George Street,  NA",BL8 1NW,Bury,-2.314577,53.597262
Stewart's Authentic Jamaican Take Away Ltd,Takeaway/sandwich shop," 8 Bell Lane, Bury",BL9 6AR,Bury,-2.286274,53.596884
Stop Inn,Takeaway/sandwich shop," 28 Bolton Street, Ramsbottom, Bury",BL0 9HX,Bury,-2.318917,53.647828
Subway,Takeaway/sandwich shop," 26 Market Street, Bury, Greater Manchester",BL9 0AJ,Bury,-2.297715,53.592964
Subway,Takeaway/sandwich shop,"Bp Motorway Service Station, Rochdale Road, Bury, Bury",BL9 7DB,Bury,-2.277603,53.592491
Subway,Takeaway/sandwich shop," Shell Service Station, Bury New Rd, Prestwich",M25 7BH,Bury,-2.27267,53.535469
Subway (Euro Garages),Takeaway/sandwich shop," 124 Brandlesholme Road, Bury",BL8 1AU,Bury,-2.309559,53.60114
Sunnybank Stop Inn,Takeaway/sandwich shop," 68 Sunny Bank Road, Bury",BL9 8HJ,Bury,-2.285806,53.561093
Taylor's Fish Bar,Takeaway/sandwich shop," 131 Randale Drive, Bury",BL9 8NE,Bury,-2.28372,53.556272
The Fish Bar,Takeaway/sandwich shop," 240 Tottington Road, Bury",BL8 1SH,Bury,-2.317887,53.601406
The Fresh Cookie,Takeaway/sandwich shop," 3 St Margarets Road, Prestwich, Greater Manchester",M25 2QB,Bury,-2.270736,53.536941
The Good Life (Retail) Limited,Takeaway/sandwich shop," 62 Sunny Bank Road, Bury",BL9 8HJ,Bury,-2.285806,53.561093
The Met Bar,Takeaway/sandwich shop," 262 Bury New Road, Whitefield, Greater Manchester",M45 8GS,Bury,-2.295535,53.551183
The Tasty Corner,Takeaway/sandwich shop," 76 Wash Lane, Bury, Greater Manchester",BL9 7DJ,Bury,-2.279696,53.593691
The Town Fryer,Takeaway/sandwich shop,"George Block Unit 1/2/3, Bury Market, Murray Road, Bury",BL9 0BJ,Bury,-2.295284,53.590984
The Village Pantry,Takeaway/sandwich shop," 152 Butterstile Lane, Prestwich, Manchester",M25 9TJ,Bury,-2.288277,53.522644
The Welcome Chip Shop,Takeaway/sandwich shop," 2 Parsonage Street, Bury, Greater Manchester",BL9 6BG,Bury,-2.281558,53.596562
