site_id,site_name,facility_type,access_type,facility_areas_on_site,street,town,postcode,telephone,email,website,nursery,first_aid_room,cycle_park,car_park,car_park_capacity,disability_parking,disability_finding_reaching_entrance,disability_reception_area,disability_activity_area,disability_social_areas,disability_spectator_areas,disability_doorways,disability_emergency_exits,disability_toilets,disability_changing_facilities,disability_notes,ward_code,ward_name,msoa_code,lsoa_code,oa_code,lon,lat,site_last_updated_date
1103425,Urmston Grammar Academy,Artificial grass pitches,Private Use,1,Newton Road,Manchester,M41 5UG,0161 748 2875,office@urmstongrammar.org.uk,https://www.urmstongrammar.org.uk/,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015259,Urmston,E02001267,E01006201,E00031440,-2.361042,53.45057,2024-10-15
1103425,Urmston Grammar Academy,Grass pitches,Private Use,10,Newton Road,Manchester,M41 5UG,0161 748 2875,office@urmstongrammar.org.uk,https://www.urmstongrammar.org.uk/,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015259,Urmston,E02001267,E01006201,E00031440,-2.361042,53.45057,2024-10-15
1103425,Urmston Grammar Academy,Health and fitness gym stations,Private Use,24,Newton Road,Manchester,M41 5UG,0161 748 2875,office@urmstongrammar.org.uk,https://www.urmstongrammar.org.uk/,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015259,Urmston,E02001267,E01006201,E00031440,-2.361042,53.45057,2024-10-15
1103425,Urmston Grammar Academy,Sports halls,Sports Club / Community Association,2,Newton Road,Manchester,M41 5UG,0161 748 2875,office@urmstongrammar.org.uk,https://www.urmstongrammar.org.uk/,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015259,Urmston,E02001267,E01006201,E00031440,-2.361042,53.45057,2024-10-15
1208750,Urmston Sports Club,Grass pitches,Sports Club / Community Association,5,Moorside Road,Manchester,M41 5UU,0161 748 4660,admin@urmstonsportsclub.co.uk,http://www.urmstonchbts.org.uk,No,No,Yes,Yes,30,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015259,Urmston,E02001268,E01006197,E00031442,-2.361093,53.45121,2024-08-02
1208750,Urmston Sports Club,Outdoor tennis courts,Sports Club / Community Association,11,Moorside Road,Manchester,M41 5UU,0161 748 4660,admin@urmstonsportsclub.co.uk,http://www.urmstonchbts.org.uk,No,No,Yes,Yes,30,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,E05015259,Urmston,E02001268,E01006197,E00031442,-2.361093,53.45121,2024-08-02
6005418,Valley Road,Grass pitches,Sports Club / Community Association,1,Valley Road,Manchester,M41 8RQ,NA,info@flixtonfc.com,NA,No,No,No,Yes,40,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,NA,E05015245,Davyhulme,E02001265,E01006125,E00031035,-2.398748,53.45482,2025-07-15
20000044,Victoria Park (Stretford),Grass pitches,Free Public Access,1,Victoria Road,Manchester,M32 0AD,NA,info@traffordleisure.co.uk,http://www.trafford.gov.uk,No,No,No,No,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006181,E00031321,-2.310412,53.44896,2025-05-20
20000044,Victoria Park (Stretford),Outdoor tennis courts,Free Public Access,3,Victoria Road,Manchester,M32 0AD,NA,info@traffordleisure.co.uk,http://www.trafford.gov.uk,No,No,No,No,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,NA,E05015256,Stretford & Humphrey Park,E02001269,E01006181,E00031321,-2.310412,53.44896,2025-05-20
6006183,Walton Park,Grass pitches,Sports Club / Community Association,2,Walton Road,Sale,M33 4AT,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015243,Brooklands,E02001279,E01006101,E00030899,-2.331353,53.41474,2025-05-20
6006183,Walton Park,Outdoor tennis courts,Free Public Access,2,Walton Road,Sale,M33 4AT,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,No,0,No,No,No,Yes,No,No,No,No,No,No,NA,E05015243,Brooklands,E02001279,E01006101,E00030899,-2.331353,53.41474,2025-05-20
1002643,Walton Park Indoor Football Centre,Artificial grass pitches,Pay and Play,3,Raglan Road,Sale,M33 4AW,0161 962 0159,centremanager@wpifc.org.uk,http://www.wpifc.org.uk,No,No,Yes,Yes,100,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015243,Brooklands,E02001279,E01006101,E00030899,-2.329782,53.41452,2025-03-24
1002643,Walton Park Indoor Football Centre,Health and fitness gym stations,Pay and Play,35,Raglan Road,Sale,M33 4AW,0161 962 0159,centremanager@wpifc.org.uk,http://www.wpifc.org.uk,No,No,Yes,Yes,100,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015243,Brooklands,E02001279,E01006101,E00030899,-2.329782,53.41452,2025-03-24
1002643,Walton Park Indoor Football Centre,Sports halls,Pay and Play,1,Raglan Road,Sale,M33 4AW,0161 962 0159,centremanager@wpifc.org.uk,http://www.wpifc.org.uk,No,No,Yes,Yes,100,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015243,Brooklands,E02001279,E01006101,E00030899,-2.329782,53.41452,2025-03-24
6006191,Weathercock Farm,Grass pitches,Sports Club / Community Association,2,Firs Road,Sale,M33 5EH,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,11,No,No,No,Yes,No,No,No,No,No,No,NA,E05015252,Manor,E02001271,E01006170,E00031246,-2.344915,53.42626,2025-05-20
30005529,Well Green Primary School,Grass pitches,Private Use,2,Briony Avenue,Altrincham,WA15 8QA,0161 980 3976,wellgreen.admin@trafford.gov.uk,http://www.wellgreenprimary.co.uk/,No,No,Yes,Yes,10,No,Yes,No,No,No,No,No,No,No,No,NA,E05015249,Hale Barns & Timperley South,E02001286,E01006138,E00031093,-2.316699,53.37594,2025-02-19
1201252,Wellacre Academy,Artificial grass pitches,Sports Club / Community Association,1,Irlam Road,Manchester,M41 6AP,0161 748 5011,admin@wellacre.org,http://www.wellacre.org,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015246,Flixton,E02001265,E01006132,E00031042,-2.394993,53.44688,2024-10-09
1201252,Wellacre Academy,Grass pitches,Sports Club / Community Association,5,Irlam Road,Manchester,M41 6AP,0161 748 5011,admin@wellacre.org,http://www.wellacre.org,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015246,Flixton,E02001265,E01006132,E00031042,-2.394993,53.44688,2024-10-09
1201252,Wellacre Academy,Health and fitness gym stations,Private Use,5,Irlam Road,Manchester,M41 6AP,0161 748 5011,admin@wellacre.org,http://www.wellacre.org,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015246,Flixton,E02001265,E01006132,E00031042,-2.394993,53.44688,2024-10-09
1201252,Wellacre Academy,Sports halls,Sports Club / Community Association,2,Irlam Road,Manchester,M41 6AP,0161 748 5011,admin@wellacre.org,http://www.wellacre.org,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,NA,E05015246,Flixton,E02001265,E01006132,E00031042,-2.394993,53.44688,2024-10-09
6010939,Wellfield Junior School,Grass pitches,Private Use,3,Dumber Lane,Sale,M33 5QX,0161 912 3685,admin@wellfieldjunior.trafford.sch.uk,http://wellfieldjunior.trafford.sch.uk/,No,No,Yes,Yes,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015240,Ashton upon Mersey,E02001271,E01006170,E00031244,-2.336955,53.43014,2025-08-12
6010939,Wellfield Junior School,Grass pitches,Sports Club / Community Association,1,Dumber Lane,Sale,M33 5QX,0161 912 3685,admin@wellfieldjunior.trafford.sch.uk,http://wellfieldjunior.trafford.sch.uk/,No,No,Yes,Yes,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015240,Ashton upon Mersey,E02001271,E01006170,E00031244,-2.336955,53.43014,2025-08-12
1201493,Wellington School,Artificial grass pitches,Private Use,1,Wellington Road,Altrincham,WA15 7RH,0161 928 4157,admin@wellington.trafford.sch.uk,http://www.wellington.trafford.sch.uk,No,Yes,Yes,Yes,80,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Ramps.,E05015257,Timperley Central,E02001281,E01006191,E00031409,-2.335015,53.39408,2025-08-27
1201493,Wellington School,Grass pitches,Private Use,2,Wellington Road,Altrincham,WA15 7RH,0161 928 4157,admin@wellington.trafford.sch.uk,http://www.wellington.trafford.sch.uk,No,Yes,Yes,Yes,80,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Ramps.,E05015257,Timperley Central,E02001281,E01006191,E00031409,-2.335015,53.39408,2025-08-27
1201493,Wellington School,Health and fitness gym stations,Private Use,14,Wellington Road,Altrincham,WA15 7RH,0161 928 4157,admin@wellington.trafford.sch.uk,http://www.wellington.trafford.sch.uk,No,Yes,Yes,Yes,80,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Ramps.,E05015257,Timperley Central,E02001281,E01006191,E00031409,-2.335015,53.39408,2025-08-27
1201493,Wellington School,Sports halls,Private Use,2,Wellington Road,Altrincham,WA15 7RH,0161 928 4157,admin@wellington.trafford.sch.uk,http://www.wellington.trafford.sch.uk,No,Yes,Yes,Yes,80,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Ramps.,E05015257,Timperley Central,E02001281,E01006191,E00031409,-2.335015,53.39408,2025-08-27
30006579,Wood Lane Playing Fields,Grass pitches,Free Public Access,1,Wood Lane,Manchester,M31 4LW,00000 000000,NA,NA,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No,NA,E05015244,Bucklow-St Martins,E02001275,E01006108,E00030921,-2.436856,53.41578,2024-11-13
6010772,Woodheys Primary School,Artificial grass pitches,Private Use,1,Meadway,Sale,M33 4PG,0161 973 4478,admin@woodheysprimaryschool.co.uk,http://www.woodheysprimaryschool.co.uk,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015252,Manor,E02001274,E01006153,E00031177,-2.345597,53.41386,2025-08-15
6010772,Woodheys Primary School,Grass pitches,Private Use,1,Meadway,Sale,M33 4PG,0161 973 4478,admin@woodheysprimaryschool.co.uk,http://www.woodheysprimaryschool.co.uk,Yes,No,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,E05015252,Manor,E02001274,E01006153,E00031177,-2.345597,53.41386,2025-08-15
6005781,Woodsend Park,Grass pitches,Pay and Play,4,Woodsend Road,Manchester,M41 8GN,NA,info@traffordleisure.co.uk,http://www.traffordleisure.co.uk,No,No,No,Yes,11,No,Yes,No,Yes,No,No,Yes,No,No,No,NA,E05015245,Davyhulme,E02001265,E01006126,E00031022,-2.394393,53.45053,2025-05-20
6010857,Worthington Primary School,Grass pitches,Private Use,6,Worthington Road,Sale,M33 2JJ,0161 973 3504,worthington.admin@trafford.gov.uk,https://www.worthington-primary.trafford.sch.uk/,Yes,Yes,Yes,Yes,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,NA,E05015255,Sale Moor,E02001276,E01006176,E00031302,-2.294598,53.4206,2025-07-24
