name,type,address,postcode,telephone,website,area_name,area_code,lon,lat
West End Medical Centre,Doctors/GPs|Doctors/GPs,"98-102 Stockport Road, Ashton Under Lyne",OL7 0LH,1613395488,http://www.westendmedicalcentre.co.uk,Tameside,E0800008,-2.107504,53.480771
Kapur Family Care,Doctors/GPs|Doctors/GPs,"Werneth Primary Care Centre, Featherstall Road South, Oldham",OL9 7AY,1614841414,http://www.kapurfamilycare.nhs.uk,Oldham,E0800004,-2.130476,53.537321
Irlam Medical Practice 2,Doctors/GPs|Doctors/GPs,"Irlam Medical Centre, Macdonald Road, Irlam, Manchester",M44 5LH,1617752760,NA,Salford,E0800006,-2.432258,53.437925
Heaton Norris Health Centre 2,Doctors/GPs|Doctors/GPs,"Heaton Norris Health Centre, Cheviot Close, Heaton Norris, Stockport",SK4 1JX,1614802366,http://www.DrSen-HeatonNorris.nhs.uk,Stockport,E0800007,-2.16793,53.416532
"Dr Rubina Shahmalak, Dr Asif Javid and Dr Pirzada Anwer",Doctors/GPs|Doctors/GPs,"357-359 Dickenson Road, Longsight, Manchester",M13 0WQ,161225537,NA,Manchester,E0800003,-2.200961,53.455985
Dr Abid Hamid,Doctors/GPs|Doctors/GPs,"2nd Floor Nye Bevan House, Maclure Road, Rochdale",OL11 1DN,1706261888,http://www.drhamidspractice.co.uk,Rochdale,E0800005,-2.154239,53.611617
Parkside Medical Centre,Doctors/GPs|Doctors/GPs,"187 Northmoor Road, Longsight, Manchester",M12 5RU,1612573338,NA,Manchester,E0800003,-2.190843,53.453189
Pike View Medical Centre,Doctors/GPs|Doctors/GPs,"Albert Street, Horwich, Bolton",BL6 7AN,8443879793,NA,Bolton,E0800001,-2.550853,53.602151
Benchill Medical Practice,Doctors/GPs|Doctors/GPs,"171 Brownley Road, Manchester",M22 9UH,1614939101,http://www.benchillmedicalpractice.co.uk,Manchester,E0800003,-2.255632,53.386597
Hopwood House Medical Practice,Doctors/GPs|Doctors/GPs,"Hopwood House, The Vineyard, Lees Road, Oldham",OL4 1JN,1616283628,http://www.hopwood-house-medical-practice.co.uk,Oldham,E0800004,-2.095467,53.542109
Blackfriars Medical Practice,Doctors/GPs|Doctors/GPs,"Fresh Towers, 138 Chapel Street, Salford, Manchester",M3 6AF,1618194790,http://www.blackfriarsmedicalpractice.co.uk,Salford,E0800006,-2.254244,53.484135
Cornbrook Medical Practice,Doctors/GPs|Doctors/GPs,"204 City Road, Hulme, Manchester",M15 4EA,1612279785,http://www.boundarymedicalpractice.co.uk,Manchester,E0800003,-2.259873,53.468141
Dr D T Brazier & Dr D York,Doctors/GPs|Doctors/GPs,"22 Winton Street, Littleborough",OL15 8AR,1706378476,NA,Rochdale,E0800005,-2.0994,53.642442
Little Lever Health Centre 1,Doctors/GPs|Doctors/GPs,"Mytham Road, Little Lever, Bolton",BL3 1JF,1204462640,NA,Bolton,E0800001,-2.370624,53.559818
The Alexandra Practice,Doctors/GPs|Doctors/GPs,"365 Wilbraham Road, Manchester",M16 8NG,1618604400,NA,Manchester,E0800003,-2.255745,53.443126
Dr Counsell and Partners,Doctors/GPs|Doctors/GPs,"The Pikes Lane Centre, Deane Road, Bolton",BL3 5HP,1204463636,http://www.drgreenhalghandpartners.co.uk,Bolton,E0800001,-2.446348,53.572728
The Alastair Ross Medical Practice,Doctors/GPs|Doctors/GPs,"Breightmet Health Centre,, Breightmet Fold Lane, Breightmet,, Bolton",BL2 6NT,1204463800,NA,Bolton,E0800001,-2.384279,53.582354
Tottington Medical Practice,Doctors/GPs|Doctors/GPs,"16 Market Street, Tottington, Bury",BL8 4AD,1204885106,http://www.tottingtonmp.nhs.uk,Bury,E0800002,-2.341432,53.614725
Heady Hill Surgery,Doctors/GPs|Doctors/GPs,"114 Bury New Road, Heywood",OL10 4RG,1706622600,NA,Rochdale,E0800005,-2.241622,53.593657
Lostock Medical Centre,Doctors/GPs|Doctors/GPs,"431 Barton Road, Stretford, Manchester",M32 9PA,1618651100,NA,Trafford,E0800009,-2.328128,53.45458
Heaton Medical Centre,Doctors/GPs|Doctors/GPs,"2 Lucy Street, Bolton",BL1 5PU,1204843677,http://www.boltongp.co.uk,Bolton,E0800001,-2.46832,53.587976
North Trafford Group Practice,Doctors/GPs|Doctors/GPs,"864 866 Chester Road, Stretford, Manchester",M32 0PA,1618655556,http://www.chesterroadsurgery.co.uk,Trafford,E0800009,-2.299481,53.453882
The Olive Family Practice Ltd,Doctors/GPs|Doctors/GPs,"The Pikes Lane Centre, Deane Road, Bolton",BL3 5HP,1204462299,http://www.theolivefamilypractice.nhs.uk,Bolton,E0800001,-2.446348,53.572728
Dr Karim & Dr James-Authe,Doctors/GPs|Doctors/GPs,"46 Wyresdale Road, Bolton",BL1 4DN,1204494133,http://www.ehealthservice.co.uk/bolton/singh,Bolton,E0800001,-2.452196,53.581577
Dr Esa Surgery Limited,Doctors/GPs|Doctors/GPs,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,1942483488,http://www.grasmeresurgery.co.uk,Wigan,E08000010,-2.511455,53.503236
The Doc's Surgery,Doctors/GPs|Doctors/GPs,"55-59 Bloom Street, Manchester",M1 3LY,1612379490,http://www.thedocsmanchester.co.uk,Manchester,E0800003,-2.238064,53.476932
Dr Robert Mathewson,Doctors/GPs|Doctors/GPs,"The Village Green, High Lane, Stockport",SK6 8DR,1663762222,NA,Stockport,E0800007,-2.075293,53.364978
Hill Top Surgery,Doctors/GPs|Doctors/GPs,"Fitton Hill Neighbourhood Centre, Fircroft Road, Oldham",OL8 2QD,1616222760,http://www.hilltopsurgery.org,Oldham,E0800004,-2.100756,53.52011
The Poplars Medical Centre,Doctors/GPs|Doctors/GPs,"202 Partington Lane, Swinton, Manchester",M27 0NA,1617946237,http://www.thepoplersmedicalcentre.co.uk,Salford,E0800006,-2.34171,53.510603
Little Hulton Health Centre,Community services - Healthcare|Doctors/GPs|Doctors/GPs|Long-term conditions|Urgent care centres,"Haysbrook Avenue, Worsley, Manchester",M28 0AY,NA,http://www.srht.nhs.uk,Salford,E0800006,-2.423902,53.529872
Pendleton House,Community services - Healthcare|Doctors/GPs|Doctors/GPs|Mobile doctors|Urgent care centres,"Back of Pendleton House, off Broughton Road, Salford",M6 6LS,NA,http://www.srht.nhs.uk,Salford,E0800006,-2.283855,53.493074
Sandringham House,Community services - Healthcare|Doctors/GPs|Diagnosis/screening|Hospice|Long-term conditions|Mobile doctors,"Castle Courts, Windsor Street, Salford",M5 4DG,NA,http://www.srht.nhs.uk,Salford,E0800006,-2.279832,53.47952
Stepping Hill Hospital,Hospital|Community services - Healthcare|Homecare agencies|Doctors/GPs|Doctors/GPs|Rehabilitation (illness/injury),"Poplar Grove, Stockport",SK2 7JE,1614831010,http://www.stockport.nhs.uk,Stockport,E0800007,-2.13202,53.383778
Bridgewater CHCFT Leigh Walk In Centre,Community services - Healthcare|Doctors/GPs|Dentist|Doctors/GPs|Urgent care centres,"Leigh Health Centre, The Avenue, Leigh",WN7 1HR,1942483453,NA,Wigan,E08000010,-2.511455,53.503236
Bridgewater CHCFT Bevan House,Community services - Healthcare|Doctors/GPs|Dentist|Doctors/GPs|Community services - Learning disabilities|Rehabilitation (illness/injury),"17 Beecham Court, Pemberton Business Park, Smithy Brook Road, Wigan",WN3 6PR,1942482630,NA,Wigan,E08000010,-2.658337,53.528915
Bridgewater CHCFT Barton Moss Secure Home,Community services - Healthcare|Doctors/GPs|Doctors/GPs,"Barton Moss Road, Chat Moss, Eccles",M30 7RL,NA,NA,Salford,E0800006,-2.39687,53.468834
